Total population supplied (inhab),Benefit wastewater (Total with PV summed),Total benefit reclaimed wastewater (total PV),Total benefit freshwater management (total PV),Total benefits of energy savings (total PV),Total benefits of environmental savings (total PV),Total benefits  (ILS),Total costs with wastewater (ILS PV),Total costs with reclaimed ww management (ILS),Total costs with costs freshwater in the buffer (ILS),Total costs (ILS),Costs - benefits (ILS),Coverage (region),Coverage (town),Benefits/costs,Onsite construction costs ,Onsite OeM costs (year) ,Onsite OeM costs (total) ,Benefits onsite treatment (connection fee) ,Benefits onsite treatment (sanitation fee) ,Population supplied with onsite treatment (inhabitants),Total wastewater pumping costs (ILS PV),Total land purchase costs at each WWPS (ILS) ,Centralization degree Eggiman,Centralization degree Huang,Number activated,Number WWTP,Number WWPS,idx_evaluation
63041.67208000001,33331154.51344522,56828939.81739269,1761928.3195724313,42822734.95340833,36447540.34266685,185110002.6311502,218452351.74458262,20293076.089820772,6655196.899013692,279566847.5103178,94456844.87916762,0.7424091394924337,0.7424091394924337,0.6621314518500568,7496906.746774189,2645967.0870967726,26669316.03012651,5468331.979999997,8449372.704664683,21873.32791999999,0.0,0.0,0.9975601147479789,0.23267193190727378,21,21,0,0
59558.476299999995,31988956.10822995,55258871.912350856,1626068.256869961,44359070.296130404,35440569.009159334,184807550.94505858,153805508.24817166,20882634.182462335,6143921.89540523,220439052.37790412,35631501.43284553,0.7013893458164046,0.7013893458164046,0.8383612111897416,8690744.010080647,3067321.4153225813,30916244.04178426,6339130.925000002,9794884.43731809,25356.523700000005,0.0,0.0,0.9978218601448785,0.2269218869205836,18,18,0,1
56360.522260000005,29723814.8085901,50570754.915853545,519494.0139821746,38543717.198810264,32433820.442143433,169960431.9324466,179233319.42161152,16605712.106384655,1972412.594311576,242413648.74846563,72453216.81601903,0.6637286964611671,0.6637286964611671,0.7011174197901775,9786816.967338707,3454170.6943548378,34815387.658819176,7138619.434999999,11030211.11806709,28554.477739999995,0.0,0.0,0.9976605810843456,0.16497209345114724,18,18,0,2
49649.11994999999,27170627.809595283,47649140.78154801,614124.5324171766,37859151.92581369,30560027.804660235,166292278.528445,145681114.19657362,18443435.699514084,2331997.580645194,221541988.45848906,55249709.930044055,0.5846919855149266,0.5846919855149266,0.7506129185059818,12087095.984879034,4266033.87701613,42998344.99687711,8816470.012500001,13622735.661910608,35265.88005000001,0.0,0.0,0.9980510293126504,0.1777235396814482,14,14,0,3
58350.525859999994,31471818.664899834,54551961.066480175,605749.5783642565,43727767.070660785,34987188.00898,182247102.3877135,134420053.6551547,19696564.637754068,2259156.688695432,197869586.29088295,15622483.903169453,0.6871639387622916,0.6871639387622916,0.9210465630619794,9104759.281854842,3213444.4524193555,32389052.027423896,6641118.535000001,10261499.46332844,26564.474140000006,0.0,0.0,0.9981722539380228,0.26385343719643506,15,15,0,4
56536.46304000001,29637228.105617434,50164782.59476965,1890406.9090310272,40282905.97152137,32173447.952382796,172205653.33186126,166647126.93131632,19770296.58754482,7158110.941267947,237902918.90771115,65697265.57584989,0.6658006599540718,0.6658006599540718,0.7238484257465727,9726514.683870964,3432887.5354838697,34600869.763711095,7094634.239999997,10962247.558538951,28378.53695999999,0.0,0.0,0.9972886713716073,0.1512942027159021,21,21,0,5
28019.82602,15593641.065908104,27707476.492054787,258314.46021342327,18762467.8251863,17770336.21395461,116293870.86718197,138160273.97274166,9735641.530634398,943726.5660734208,237710123.79225105,121416252.92506908,0.329974986986987,0.329974986986987,0.4892255702530283,19500362.049596775,6882480.723387097,69370119.67320478,14223793.495,21977841.314864747,56895.17398,0.0,0.0,0.9963744393921494,0.18862957992181165,15,15,0,6
62642.05379,33917470.0090686,58975835.13483024,1440863.5148509068,44712467.256435744,37824462.98006293,191043075.3289196,212372211.59785873,20566130.041182037,5431244.880201816,273160014.6101129,82116939.28119332,0.7377030417476299,0.7377030417476299,0.69938155334191,7633872.69294355,2694308.009274194,27156555.397926796,5568236.5525,8603739.881171169,22272.946210000002,0.0,0.0,0.9983080022620374,0.16159708732667744,15,15,0,7
47597.55384999999,25419690.090271555,43705529.93261281,156197.42788547886,35663931.08327953,28030772.182890672,156720710.3377396,114791133.47474581,11305991.060488258,579305.2289225289,184966424.9258026,28245714.588063,0.5605317535182239,0.5605317535182239,0.8472927473221505,12790253.720766133,4514207.195564517,45499741.44087987,9329361.537500003,14415228.083299564,37317.44615000001,0.0,0.0,0.9981199108358227,0.17190695703576067,13,13,0,8
74799.67678,40117662.9680236,69219465.5999581,623447.3854553711,54474928.760319926,44394269.41729041,215266018.3953309,216807953.18766484,24848016.67029471,2334916.140172487,259791059.97526485,44525041.57993394,0.8808770744862509,0.8808770744862509,0.8286121101158245,3466945.458467744,1223627.8088709684,12333228.518665083,2528830.8050000016,3907413.4592834716,10115.323220000006,0.0,0.0,0.9982003641605592,0.15649474473327288,19,19,0,9
