Total population supplied (inhab),Benefit wastewater (Total with PV summed),Total benefit reclaimed wastewater (total PV),Total benefit freshwater management (total PV),Total benefits of energy savings (total PV),Total benefits of environmental savings (total PV),Total benefits  (ILS),Total costs with wastewater (ILS PV),Total costs with reclaimed ww management (ILS),Total costs with costs freshwater in the buffer (ILS),Total costs (ILS),Costs - benefits (ILS),Coverage (region),Coverage (town),Benefits/costs,Onsite construction costs ,Onsite OeM costs (year) ,Onsite OeM costs (total) ,Benefits onsite treatment (connection fee) ,Benefits onsite treatment (sanitation fee) ,Population supplied with onsite treatment (inhabitants),Total wastewater pumping costs (ILS PV),Total land purchase costs at each WWPS (ILS) ,Centralization degree Eggiman,Centralization degree Huang,Number activated,Number WWTP,Number WWPS,idx_evaluation
29531.265790000005,15861670.393635951,27400555.44273486,414527.139015256,18607235.668445107,17573490.77986685,115097405.41428962,115313579.00708492,9523267.96464177,1549072.5893571195,213409437.70888174,98312032.29459211,0.34777443078372494,0.34777443078372494,0.5393266888753884,18982328.257459678,6699645.267338709,67527278.70112869,13845933.552499998,21393992.438091595,55383.734209999995,513911.1892095796,0.0,0.9972871737922034,0.3285718714287207,15,11,4,0
61179.310840000006,32226231.061269462,54772086.06630661,593415.0090886528,44679069.71360764,35128366.33884827,182501868.30974668,122054351.68526128,14787883.257186309,2241433.6696895775,177872792.04659253,-4629076.263154149,0.72047707519284,0.72047707519284,1.0260246449717931,8135216.042741934,2871252.720967741,28940022.191231713,5933922.289999998,9168777.830626031,23735.689159999994,1713885.200481709,0.0,0.9990891013985389,0.42136606866956927,14,8,6,1
26220.642480000013,13613413.902815923,22851196.64442322,1783720.2089327709,18600679.374325216,14655735.515251087,108851176.76986441,76480842.35476498,10508380.747763587,6776269.172121452,185737423.45156592,76886246.68170151,0.30878693375728683,0.30878693375728683,0.5860487065400104,20117017.69838709,7100123.893548385,71563795.66983207,14673589.379999997,22672841.7441162,58694.35751999999,291117.80869676115,0.0,0.9978145469964489,0.34023601179412105,10,8,2,2
55678.644750000014,29312920.70079621,49797732.0938683,1583942.3427812818,38429942.32361158,31938038.17732128,169665275.68995112,159167989.09707612,14610070.109575797,6017443.634882459,225614357.9613198,55949082.27136868,0.6556985779897546,0.6556985779897546,0.7520145314467938,10020524.984879028,3536655.8770161276,35646774.94814874,7309088.812499996,11293611.239072483,29236.355249999986,151555.18675764633,0.0,0.9988992371271779,0.281449647435926,10,9,1,3
52505.33093000001,27573249.245890334,46742608.81971833,1393874.1819593657,36670416.35782682,29978618.74869554,162980604.35547024,154709581.055986,14247636.688995197,5296789.564249296,225374443.54241624,62393839.186946005,0.6183281037508097,0.6183281037508097,0.723154772092856,11108152.705443544,3920524.4842741922,39515875.68297411,8102417.267499997,12519419.733879857,32409.66906999999,496407.8447681102,0.0,0.9983409073735663,0.1845103117815943,17,12,5,4
45865.81546000001,24503577.121051166,42142835.50968227,299861.08383295045,32040168.807174787,27028529.87103269,150861443.8850137,145710927.82727456,11474123.11032402,1076296.0419705135,220513990.5337047,69652546.648691,0.5401379669080847,0.5401379669080847,0.6841354760298309,13383793.088306447,4723691.678225805,47611184.13370317,9762296.134999996,15084175.357239842,39049.18453999999,1257666.3321259734,0.0,0.9983910303840342,0.21331396037975672,17,10,7,5
34960.61168999999,19882985.379802257,35911986.69543531,16281.813746028309,25893179.581728708,23032342.1143007,136522081.72335967,162052064.1494336,12919761.773545394,49067.62769619777,253840857.3046987,117318775.58133903,0.4117130270270269,0.4117130270270269,0.5378254831509844,17121463.73528226,6042869.553629033,60907483.93676752,12488597.0775,19296709.060846683,49954.38831000001,791016.0819737443,0.0,0.9984567839239682,0.20067577066786696,14,9,5,6
62466.964019999985,33780204.780388184,58677516.737711966,1215388.823890746,44830945.51155641,37633134.902346455,190420574.4578635,186279534.10079494,18075945.849372763,4604544.789427362,244831625.57022083,54411051.11235732,0.7356411001589823,0.7356411001589823,0.7777613452280431,7693883.299596779,2715488.2233870984,27370035.68893925,5612008.995000004,8671374.706969736,22448.035980000015,807681.8420897262,0.0,0.9986845796147281,0.283793809498061,18,12,6,7
8205.230279999998,4753969.524479161,8703394.01311721,374258.56031187833,4854020.875460647,5581967.663491924,73077006.50457445,50563568.16916947,6453007.358812441,1420729.4440539924,178554360.7495617,105477354.24498725,0.09662874969086731,0.09662874969086731,0.40927035440524145,26291654.944354836,9279407.627419354,93529301.93079235,19177442.43,29631953.437713634,76709.76972,296098.9023786314,0.0,0.9914330209427036,0.16618378974609535,14,11,3,8
31546.16861,17235593.481869332,30186961.688089453,369951.7362639225,22889535.043202635,19360567.124506634,124000479.47062299,99336220.82478583,10994405.452200579,1409877.0710859965,195619749.25095418,71619269.7803312,0.37150289831007477,0.37150289831007477,0.6338852797093959,18291736.565120965,6455907.0229838705,65070584.398683794,13342207.8475,20615662.549191,53368.83139,516924.9390770424,0.0,0.9970568634549613,0.29581210351795983,14,13,1,9
