radius,area__agricultural,area__urban
0.0,0.0,0.0
5.025125628140704,822.9892578,0.0
10.050251256281408,822.9892578,0.0
15.075376884422113,4114.950195400001,0.0
20.100502512562816,5760.929199300001,0.0
25.12562814070352,7406.908691500001,0.0
30.150753768844226,7406.908691500001,0.0
35.175879396984925,7406.908691500001,0.0
40.20100502512563,7406.908691500001,0.0
45.22613065326634,13990.828125200002,0.0
50.25125628140704,17282.7866213,0.0
55.276381909547744,17282.7866213,0.0
60.30150753768845,17282.7866213,0.0
65.32663316582915,20574.746094000002,0.0
70.35175879396985,20574.746094000002,0.0
75.37688442211056,30450.625000400003,0.0
80.40201005025126,30450.625000400003,0.0
85.42713567839196,37034.544922400004,0.0
90.45226130653268,37034.544922400004,0.0
95.47738693467338,37034.544922400004,0.0
100.50251256281408,39503.515137300004,0.0
105.52763819095479,50202.381836600005,0.0
110.55276381909549,56786.300293700006,0.0
115.57788944723619,56786.300293700006,0.0
120.6030150753769,56786.300293700006,0.0
125.6281407035176,63370.22070400001,0.0
130.6532663316583,73246.09961040004,0.0
135.678391959799,74892.07861430003,0.0
140.7035175879397,79830.01855580005,0.0
145.72864321608043,83121.97754020008,0.0
150.75376884422113,88882.9057629001,0.0
155.77889447236183,88882.9057629001,0.0
160.80402010050253,97112.80468880013,0.0
165.82914572864323,107811.67236470018,0.0
170.85427135678393,107811.67236470018,0.0
175.87939698492463,112749.6108413002,0.0
180.90452261306535,112749.6108413002,0.0
185.92964824120605,115218.58056790021,0.0
190.95477386934675,130032.39795090028,0.0
195.97989949748745,133324.3579119003,0.0
201.00502512562815,138262.2963885003,0.0
206.03015075376885,143200.23584170037,0.0
211.05527638190958,143200.23584170037,0.0
216.08040201005028,155545.08545130043,0.0
221.10552763819098,160483.02441620047,0.0
226.13065326633168,162951.99414280045,0.0
231.15577889447238,172004.88330310053,0.0
236.18090452261308,172004.88330310053,0.0
241.2060301507538,176119.83203360057,0.0
246.2311557788945,188464.67969000066,0.0
251.2562814070352,197517.5673854007,0.0
256.2814070351759,203278.49658470077,0.0
261.3065326633166,203278.49658470077,0.0
266.3316582914573,209862.4160184008,0.0
271.356783919598,214800.3554716009,0.0
276.3819095477387,232083.14209290105,0.0
281.4070351758794,233729.12158510106,0.0
286.4321608040201,241136.03027660112,0.0
291.45728643216086,250188.91894860117,0.0
296.48241206030156,250188.91894860117,0.0
301.50753768844226,257595.8286167012,0.0
306.53266331658295,268294.69580430107,0.0
311.55778894472365,276524.5961951008,0.0
316.58291457286435,280639.5459022007,0.0
321.60804020100505,284754.4936561006,0.0
326.63316582914575,288869.4423866005,0.0
331.65829145728645,303683.26025790005,0.0
336.68341708542715,308621.1987344999,0.0
341.70854271356785,316028.10791429965,0.0
346.73366834170855,321789.03809019946,0.0
351.75879396984925,325903.9873089994,0.0
356.78391959799,333310.89502389915,0.0
361.8090452261307,341540.7934614989,0.0
366.8341708542714,351416.67236789863,0.0
371.8592964824121,355531.6220749985,0.0
376.8844221105528,358823.5815476984,0.0
381.9095477386935,365407.5009813982,0.0
386.9346733668342,367876.47021969815,0.0
391.9597989949749,382690.28760269773,0.0
396.9849246231156,389274.2055714975,0.0
402.0100502512563,392566.16455589747,0.0
407.035175879397,399150.0835012973,0.0
412.0603015075377,405734.0024466971,0.0
417.0854271356784,410671.94141159696,0.0
422.11055276381916,423839.7797906966,0.0
427.13567839195986,426308.7495172965,0.0
432.16080402010056,436184.6298885962,0.0
437.18592964824126,442768.548345696,0.0
442.21105527638196,442768.548345696,0.0
447.23618090452266,460874.3261779955,0.0
452.26130653266335,467458.24463509535,0.0
457.28643216080405,476511.13281879516,0.0
462.31155778894475,478157.1123109951,0.0
467.33668341708545,483918.04151029495,0.0
472.36180904522615,494616.90869789466,0.0
477.38693467336685,506138.7666081944,0.0
482.4120603015076,516014.6440496942,0.0
487.4371859296483,523421.5527411939,0.0
492.462311557789,530828.4619209942,0.0
497.4874371859297,538235.3735422945,0.0
502.5125628140704,547288.2627025949,0.0
507.5376884422111,558810.1215894953,0.0
512.5628140703518,568615.2060622957,0.0
517.5879396984925,571907.1645583959,0.0
522.6130653266332,581541.1171951963,0.0
527.6381909547739,588125.0356522966,0.0
532.6633165829146,601750.4907305972,0.0
537.6884422110553,610726.3415607975,0.0
542.713567839196,614018.3015217977,0.0
547.7386934673367,623405.3574300981,0.0
552.7638190954774,625874.3271566982,0.0
557.7889447236181,632458.2461020984,0.0
562.8140703517588,646763.793221399,0.0
567.8391959798995,650055.7517174991,0.0
572.8643216080402,662268.6301356995,0.0
577.8894472361809,668306.5034267998,0.0
582.9145728643217,671598.4619228998,0.0
587.9396984924624,679828.3603605002,0.0
592.9648241206031,694642.1792084008,0.0
597.9899497487438,702810.0866792012,0.0
603.0150753768845,711096.0444430016,0.0
608.0402010050252,711096.0444430016,0.0
613.0653266331659,724062.2827244023,0.0
618.0904522613066,735584.1411230027,0.0
623.1155778894473,742991.0503028029,0.0
628.140703517588,751310.5842385034,0.0
633.1658291457287,757894.5031839036,0.0
638.1909547738694,769212.9511820042,0.0
643.2160804020101,771704.7360941042,0.0
648.2412060301508,785408.258799405,0.0
653.2663316582915,801045.0669051057,0.0
658.2914572864322,807628.984873906,0.0
663.3165829145729,813389.9150498062,0.0
668.3417085427136,819973.8339952065,0.0
673.3668341708543,827390.2216906069,0.0
678.391959798995,846726.4733998077,822.9897461
683.4170854271357,855779.3615835081,822.9897461
688.4422110552764,862748.1914177084,822.9897461
693.4673366834171,876728.062511609,822.9897461
698.4924623115578,879197.0322382092,1645.9799805
703.5175879396985,892364.8706173097,1645.9799805
708.5427135678393,903886.7290159102,1645.9799805
713.56783919598,914575.2859008106,1645.9799805
718.5929648241207,923825.0398071109,1645.9799805
723.6180904522614,927939.9890259112,1645.9799805
728.6432160804021,936992.8776979115,1645.9799805
733.6683417085428,951109.0554324121,1645.9799805
738.6934673366835,965099.8835576127,1645.9799805
743.7185929648242,970037.8234991129,1645.9799805
