idx_archive,idx_evaluation,idx_generation_birth,idx_generation
0,0,0,0
1,1,0,0
2,2,0,0
3,3,0,0
4,4,0,0
5,5,0,0
6,6,0,0
7,7,0,0
8,8,0,0
9,9,0,0
10,10,0,0
11,11,0,0
12,12,0,0
13,13,0,0
14,14,0,0
15,15,0,0
16,16,0,0
17,17,0,0
18,18,0,0
19,19,0,0
20,20,0,0
21,21,0,0
22,22,0,0
23,23,0,0
24,24,0,0
25,25,0,0
26,26,0,0
27,27,0,0
28,28,0,0
29,29,0,0
30,30,0,0
31,31,0,0
32,32,0,0
33,33,0,0
34,34,0,0
35,35,0,0
36,36,0,0
37,37,0,0
38,38,0,0
39,39,0,0
40,40,0,0
41,41,0,0
42,42,0,0
43,43,0,0
44,44,0,0
45,45,0,0
46,46,0,0
47,47,0,0
48,48,0,0
49,49,0,0
50,50,0,0
51,51,0,0
52,52,0,0
53,53,0,0
54,54,0,0
55,55,0,0
56,56,0,0
57,57,0,0
58,58,0,0
59,59,0,0
60,60,0,0
61,61,0,0
62,62,0,0
63,63,0,0
64,64,0,0
65,65,0,0
66,66,0,0
67,67,0,0
68,68,0,0
69,69,0,0
70,70,0,0
71,71,0,0
72,72,0,0
73,73,0,0
74,74,0,0
75,75,0,0
76,76,0,0
77,77,0,0
78,78,0,0
79,79,0,0
80,80,0,0
81,81,0,0
82,82,0,0
83,83,0,0
84,84,0,0
85,85,0,0
86,86,0,0
87,87,0,0
88,88,0,0
89,89,0,0
90,90,0,0
91,91,0,0
92,92,0,0
93,93,0,0
94,94,0,0
95,95,0,0
96,96,0,0
97,97,0,0
98,98,0,0
99,99,0,0
100,107,1,1
101,180,1,1
102,33,0,1
103,4,0,1
104,113,1,1
105,130,1,1
106,112,1,1
107,126,1,1
108,153,1,1
109,93,0,1
110,111,1,1
111,64,0,1
112,8,0,1
113,15,0,1
114,146,1,1
115,172,1,1
116,62,0,1
117,174,1,1
118,108,1,1
119,164,1,1
120,195,1,1
121,176,1,1
122,44,0,1
123,185,1,1
124,29,0,1
125,40,0,1
126,191,1,1
127,75,0,1
128,186,1,1
129,156,1,1
130,88,0,1
131,142,1,1
132,194,1,1
133,56,0,1
134,37,0,1
135,190,1,1
136,70,0,1
137,158,1,1
138,150,1,1
139,80,0,1
140,21,0,1
141,114,1,1
142,100,1,1
143,162,1,1
144,116,1,1
145,87,0,1
146,139,1,1
147,32,0,1
148,149,1,1
149,159,1,1
150,196,1,1
151,76,0,1
152,133,1,1
153,5,0,1
154,94,0,1
155,13,0,1
156,91,0,1
157,31,0,1
158,183,1,1
159,193,1,1
160,179,1,1
161,145,1,1
162,157,1,1
163,106,1,1
164,127,1,1
165,104,1,1
166,119,1,1
167,188,1,1
168,177,1,1
169,78,0,1
170,101,1,1
171,169,1,1
172,199,1,1
173,83,0,1
174,39,0,1
175,181,1,1
176,26,0,1
177,170,1,1
178,12,0,1
179,138,1,1
180,120,1,1
181,57,0,1
182,42,0,1
183,54,0,1
184,192,1,1
185,136,1,1
186,131,1,1
187,124,1,1
188,43,0,1
189,65,0,1
190,41,0,1
191,160,1,1
192,22,0,1
193,36,0,1
194,103,1,1
195,69,0,1
196,59,0,1
197,184,1,1
198,152,1,1
199,148,1,1
200,107,1,2
201,180,1,2
202,4,0,2
203,222,2,2
204,229,2,2
205,296,2,2
206,228,2,2
207,153,1,2
208,112,1,2
209,111,1,2
210,239,2,2
211,294,2,2
212,221,2,2
213,284,2,2
214,64,0,2
215,205,2,2
216,126,1,2
217,33,0,2
218,238,2,2
219,272,2,2
220,113,1,2
221,62,0,2
222,172,1,2
223,230,2,2
224,243,2,2
225,93,0,2
226,146,1,2
227,254,2,2
228,174,1,2
229,200,2,2
230,15,0,2
231,185,1,2
232,130,1,2
233,156,1,2
234,186,1,2
235,242,2,2
236,220,2,2
237,88,0,2
238,287,2,2
239,293,2,2
240,252,2,2
241,236,2,2
242,215,2,2
243,290,2,2
244,241,2,2
245,280,2,2
246,44,0,2
247,158,1,2
248,234,2,2
249,108,1,2
250,275,2,2
251,162,1,2
252,8,0,2
253,266,2,2
254,80,0,2
255,164,1,2
256,195,1,2
257,176,1,2
258,21,0,2
259,244,2,2
260,206,2,2
261,150,1,2
262,191,1,2
263,240,2,2
264,261,2,2
265,202,2,2
266,299,2,2
267,75,0,2
268,100,1,2
269,217,2,2
270,159,1,2
271,209,2,2
272,225,2,2
273,288,2,2
274,29,0,2
275,56,0,2
276,267,2,2
277,227,2,2
278,87,0,2
279,263,2,2
280,114,1,2
281,196,1,2
282,40,0,2
283,298,2,2
284,70,0,2
285,262,2,2
286,216,2,2
287,145,1,2
288,223,2,2
289,157,1,2
290,257,2,2
291,194,1,2
292,190,1,2
293,212,2,2
294,233,2,2
295,208,2,2
296,211,2,2
297,246,2,2
298,248,2,2
299,76,0,2
300,331,3,3
301,107,1,3
302,229,2,3
303,306,3,3
304,4,0,3
305,324,3,3
306,359,3,3
307,296,2,3
308,309,3,3
309,367,3,3
310,222,2,3
311,374,3,3
312,339,3,3
313,221,2,3
314,332,3,3
315,111,1,3
316,353,3,3
317,239,2,3
318,294,2,3
319,352,3,3
320,330,3,3
321,64,0,3
322,180,1,3
323,205,2,3
324,316,3,3
325,33,0,3
326,272,2,3
327,113,1,3
328,172,1,3
329,305,3,3
330,228,2,3
331,112,1,3
332,153,1,3
333,284,2,3
334,126,1,3
335,243,2,3
336,93,0,3
337,146,1,3
338,321,3,3
339,365,3,3
340,230,2,3
341,356,3,3
342,396,3,3
343,351,3,3
344,390,3,3
345,130,1,3
346,242,2,3
347,220,2,3
348,333,3,3
349,344,3,3
350,392,3,3
351,312,3,3
352,15,0,3
353,395,3,3
354,393,3,3
355,215,2,3
356,62,0,3
357,340,3,3
358,290,2,3
359,238,2,3
360,108,1,3
361,327,3,3
362,354,3,3
363,319,3,3
364,372,3,3
365,8,0,3
366,156,1,3
367,313,3,3
368,234,2,3
369,300,3,3
370,287,2,3
371,174,1,3
372,380,3,3
373,363,3,3
374,254,2,3
375,241,2,3
376,370,3,3
377,185,1,3
378,217,2,3
379,322,3,3
380,377,3,3
381,384,3,3
382,186,1,3
383,326,3,3
384,391,3,3
385,398,3,3
386,252,2,3
387,162,1,3
388,266,2,3
389,88,0,3
390,307,3,3
391,164,1,3
392,236,2,3
393,200,2,3
394,195,1,3
395,261,2,3
396,202,2,3
397,299,2,3
398,355,3,3
399,100,1,3
400,451,4,4
401,331,3,4
402,407,4,4
403,445,4,4
404,306,3,4
405,473,4,4
406,424,4,4
407,4,0,4
408,374,3,4
409,367,3,4
410,330,3,4
411,405,4,4
412,324,3,4
413,456,4,4
414,222,2,4
415,465,4,4
416,111,1,4
417,442,4,4
418,431,4,4
419,221,2,4
420,294,2,4
421,437,4,4
422,462,4,4
423,470,4,4
424,487,4,4
425,359,3,4
426,316,3,4
427,153,1,4
428,417,4,4
429,430,4,4
430,452,4,4
431,428,4,4
432,33,0,4
433,112,1,4
434,239,2,4
435,309,3,4
436,353,3,4
437,476,4,4
438,339,3,4
439,332,3,4
440,126,1,4
441,107,1,4
442,180,1,4
443,410,4,4
444,296,2,4
445,497,4,4
446,406,4,4
447,229,2,4
448,172,1,4
449,412,4,4
450,454,4,4
451,490,4,4
452,469,4,4
453,413,4,4
454,459,4,4
455,228,2,4
456,433,4,4
457,485,4,4
458,284,2,4
459,352,3,4
460,356,3,4
461,243,2,4
462,416,4,4
463,64,0,4
464,448,4,4
465,205,2,4
466,321,3,4
467,113,1,4
468,146,1,4
469,272,2,4
470,365,3,4
471,393,3,4
472,305,3,4
473,409,4,4
474,419,4,4
475,483,4,4
476,242,2,4
477,62,0,4
478,466,4,4
479,438,4,4
480,484,4,4
481,220,2,4
482,400,4,4
483,234,2,4
484,344,3,4
485,482,4,4
486,300,3,4
487,396,3,4
488,380,3,4
489,351,3,4
490,415,4,4
491,312,3,4
492,390,3,4
493,130,1,4
494,488,4,4
495,436,4,4
496,467,4,4
497,440,4,4
498,327,3,4
499,443,4,4
500,564,5,5
501,331,3,5
502,407,4,5
503,306,3,5
504,520,5,5
505,554,5,5
506,4,0,5
507,512,5,5
508,511,5,5
509,592,5,5
510,542,5,5
511,587,5,5
512,445,4,5
513,538,5,5
514,473,4,5
515,405,4,5
516,324,3,5
517,222,2,5
518,465,4,5
519,534,5,5
520,437,4,5
521,451,4,5
522,470,4,5
523,487,4,5
524,359,3,5
525,316,3,5
526,501,5,5
527,556,5,5
528,367,3,5
529,500,5,5
530,374,3,5
531,33,0,5
532,456,4,5
533,339,3,5
534,541,5,5
535,521,5,5
536,559,5,5
537,111,1,5
538,462,4,5
539,442,4,5
540,552,5,5
541,507,5,5
542,107,1,5
543,180,1,5
544,296,2,5
545,454,4,5
546,406,4,5
547,229,2,5
548,430,4,5
549,153,1,5
550,417,4,5
551,452,4,5
552,573,5,5
553,413,4,5
554,428,4,5
555,497,4,5
556,550,5,5
557,309,3,5
558,424,4,5
559,332,3,5
560,579,5,5
561,112,1,5
562,352,3,5
563,582,5,5
564,353,3,5
565,513,5,5
566,221,2,5
567,590,5,5
568,239,2,5
569,64,0,5
570,597,5,5
571,205,2,5
572,113,1,5
573,272,2,5
574,172,1,5
575,518,5,5
576,514,5,5
577,305,3,5
578,557,5,5
579,419,4,5
580,410,4,5
581,459,4,5
582,522,5,5
583,228,2,5
584,330,3,5
585,525,5,5
586,483,4,5
587,485,4,5
588,466,4,5
589,356,3,5
590,433,4,5
591,126,1,5
592,294,2,5
593,284,2,5
594,476,4,5
595,431,4,5
596,560,5,5
597,561,5,5
598,490,4,5
599,321,3,5
600,608,6,6
601,649,6,6
602,407,4,6
603,520,5,6
604,695,6,6
605,4,0,6
606,445,4,6
607,647,6,6
608,613,6,6
609,511,5,6
610,512,5,6
611,672,6,6
612,645,6,6
613,542,5,6
614,630,6,6
615,621,6,6
616,624,6,6
617,554,5,6
618,629,6,6
619,534,5,6
620,697,6,6
621,623,6,6
622,405,4,6
623,437,4,6
624,331,3,6
625,538,5,6
626,465,4,6
627,605,6,6
628,564,5,6
629,632,6,6
630,306,3,6
631,556,5,6
632,661,6,6
633,615,6,6
634,587,5,6
635,222,2,6
636,602,6,6
637,633,6,6
638,592,5,6
639,611,6,6
640,487,4,6
641,451,4,6
642,682,6,6
643,473,4,6
644,324,3,6
645,559,5,6
646,606,6,6
647,620,6,6
648,686,6,6
649,462,4,6
650,618,6,6
651,677,6,6
652,456,4,6
653,653,6,6
654,500,5,6
655,507,5,6
656,552,5,6
657,367,3,6
658,111,1,6
659,442,4,6
660,657,6,6
661,470,4,6
662,690,6,6
663,675,6,6
664,696,6,6
665,296,2,6
666,229,2,6
667,501,5,6
668,424,4,6
669,687,6,6
670,428,4,6
671,413,4,6
672,430,4,6
673,33,0,6
674,541,5,6
675,339,3,6
676,521,5,6
677,359,3,6
678,627,6,6
679,221,2,6
680,579,5,6
681,352,3,6
