idx_run,connect_to_0,connect_to_1,connect_to_2,connect_to_3,connect_to_4,connect_to_5,connect_to_6,connect_to_7,connect_to_8,connect_to_9,connect_to_10,connect_to_11,connect_to_12,connect_to_13,connect_to_14,connect_to_15,connect_to_16,connect_to_17,connect_to_18,connect_to_19,connect_to_20,connect_to_21,connect_to_22,connect_to_23,connect_to_24,connect_to_25,connect_to_26,connect_to_27,connect_to_28,connect_to_29,connect_to_30,connect_to_31,connect_to_32
18,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,12,-1,15,-2,15,-1,-2,-2,-2,-2,-2,29,-1,-2,-1,-2,-1,-2
19,-2,-1,-1,-2,-2,-1,-2,-1,-1,-1,-2,-1,-2,-2,-2,-2,-1,-1,-2,-1,-2,-1,-2,-2,-2,-1,-2,-2,-1,-2,-2,-2,-1
20,-1,-2,-1,-2,-2,-2,-2,-1,10,-1,-1,-2,-2,-2,-2,-2,-2,-2,19,-1,-2,-1,-2,-2,-2,27,-1,-1,-2,-2,-2,-1,-1
21,5,5,-1,-2,-2,-1,-2,-2,-2,-2,-2,-2,15,-1,-1,-1,-2,-2,-2,-2,-2,-1,-1,-2,22,-2,-2,-2,-1,-1,-1,-2,-1
22,-2,-2,-2,-1,-2,-1,-2,-2,-2,-2,-2,-2,-1,-2,-1,-1,-2,-2,-1,-1,-2,19,-2,-2,-1,-2,24,-2,-2,-2,-1,-2,-1
23,8,-2,-1,-2,8,0,8,-2,-1,-2,-2,-1,-1,-1,-2,-2,-1,-1,22,22,-2,-2,-1,-1,-1,-2,29,-2,-1,-1,-2,-2,-1
24,-2,-2,-1,-1,-1,-2,-2,-1,-1,-1,-2,-2,-2,-2,-2,-1,-2,-1,21,-1,-1,-1,-2,-1,-2,-1,-2,-1,-1,-1,-2,-2,-1
25,5,-1,-1,-1,-2,-1,8,-2,10,-1,-1,-1,-1,-2,-2,-2,-2,-1,-1,22,17,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
26,-1,-2,-2,-2,-1,0,-1,-2,-1,-2,-2,-1,15,-1,-2,22,-1,-2,-2,21,-2,-1,-1,-1,-1,-1,-1,-1,-1,28,-2,-1,-2
27,-1,0,3,-1,8,0,-1,-1,7,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-1,-1,-1,-1,-2
28,-1,-2,-1,-1,-2,0,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-1,-1,24,-2,-1,28,-2,-2,-1
29,5,5,-2,-1,-2,-1,-2,-2,-2,-1,-1,-2,15,-2,-2,-1,-2,-1,-2,-2,-2,-2,-1,-1,-1,-2,-2,-1,-1,28,-2,-1,-2
30,-2,-2,3,-1,-2,-1,-2,-2,-2,-1,-2,-1,-2,-1,-2,-2,11,22,-1,18,-1,-1,-1,-2,-2,27,-1,-1,-2,-1,-1,-2,-1
31,-1,0,-2,-2,-2,-2,8,-2,-1,-2,-1,-2,15,-1,-1,22,-2,-2,-2,-1,-1,19,-1,-2,-1,-2,-1,-2,-2,-1,-2,-1,-2
32,-2,-1,-2,-2,-2,-2,-2,-1,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,21,-2,-2,-1,-2,-2,-1,-1,24,-2,-2,-2,-1,-2,-2
33,8,-2,3,-1,6,-2,-1,-2,4,-1,-2,-2,15,-2,-1,-1,-1,-1,-1,18,-1,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-1,-2
34,5,-2,3,-1,-2,-1,-2,-1,-2,-1,-2,-2,-2,-2,-2,-2,-1,-1,-1,18,-1,-2,-2,-1,-2,-1,-2,-2,-2,-2,-2,-2,-1
35,-1,0,-2,-2,6,0,-1,-2,4,-1,-2,-1,-2,-2,-2,-1,-2,20,-1,18,-1,-1,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-1
36,-2,-2,-1,-1,-2,-2,-1,-2,-2,-2,-2,-1,15,-2,-2,-1,11,15,-2,15,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-2,-2,-2
37,8,-2,-2,-2,-1,-1,-2,-1,7,-1,-2,-1,-1,-2,-1,-1,-2,-1,-1,-2,17,-1,-1,-1,-2,-2,-1,-2,-1,28,-1,-2,-1
38,8,-2,-2,-2,8,-2,8,-2,-1,-1,-1,-2,-1,-1,-2,-2,-1,-1,-2,-2,-1,-2,-2,-2,-1,-1,-1,-2,-1,28,-2,-1,-2
39,-1,-1,-1,-2,-1,-2,8,-2,-1,-2,-2,-1,-2,-2,-1,-2,11,-2,-2,21,-2,-1,-2,-1,-2,-2,-2,-2,-2,-2,-1,-2,-1
40,5,0,-2,-2,-2,-1,8,-2,-1,-2,-2,-1,-2,-2,-2,-1,11,-1,-2,-1,-2,-1,-1,-2,-1,-2,24,-2,-2,-2,-2,-1,-2
41,-2,-1,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-1,-2,-1,15,18,17,-2,-2,-2,-1,-1,24,-1,-1,-1,-1,-2,-1
42,8,-2,-2,-2,-1,-2,-1,-2,-1,-2,-2,-2,-1,-2,-1,-2,-2,-1,-2,-2,-2,-2,-2,-2,-1,-1,-2,-2,-1,28,-1,-2,-2
43,6,-2,-2,-2,6,-1,8,-2,-1,-1,-2,-2,-2,-2,-1,-2,-2,-1,-2,-2,17,-2,-2,-2,-1,-1,-2,-2,-2,-1,-1,-2,-2
44,-2,-2,-2,-2,-1,-2,8,-1,-1,-2,-1,-2,-1,-2,-2,19,-1,-2,-2,-1,-2,19,-2,-1,-1,-1,-1,-2,-1,-1,-1,-2,-2
45,6,-2,-2,-2,6,-1,-1,-2,-2,-2,-2,-2,-1,-2,-1,12,-2,-2,15,-2,-1,-2,-1,-2,22,-1,-1,-1,-2,-2,-2,-2,-2
46,-2,-1,-2,-2,7,-2,4,-1,-2,-2,-1,-1,-2,-1,-2,-1,11,-1,-1,-1,-2,-1,-1,-2,-1,27,-2,-1,-2,-2,-2,-2,-2
47,-2,-1,-1,-2,-1,-2,-1,-2,-2,-2,-1,-2,-2,-1,-1,-2,-1,-2,-2,-2,-2,-2,-2,-2,-1,-2,24,-2,-1,-2,-1,-2,-2
48,-1,0,-2,-1,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,19,-2,15,-1,18,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2
49,6,0,-1,-1,-2,-2,8,-2,-1,-1,-1,-1,-2,-2,-1,19,-1,14,19,-1,-2,19,-2,-2,-1,-2,28,-2,-1,28,-2,-2,-2
50,-2,-1,3,-1,-1,-2,-1,-1,-2,-2,-1,-2,-2,-2,-2,-2,-2,20,-1,18,-1,-1,-1,-2,-2,27,-2,-1,-2,-2,-2,-1,-2
51,-1,-1,-2,-2,-1,-1,-1,-2,-2,-1,-2,-1,-2,-2,-1,-1,-2,-1,22,-1,-1,-1,-1,-2,-2,-2,28,-2,-1,-2,-2,-2,-2
52,-1,-1,3,-1,3,0,-2,-2,-2,-2,-1,-1,-1,-1,-2,-2,-1,-1,-1,18,17,-2,-2,-2,-2,-1,29,-1,-2,-1,-2,-2,-2
53,-1,-2,-1,-2,-2,-2,-2,-1,-2,-1,-2,-2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,24,-2,29,-1,-1,-1,-1
54,-2,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-2,11,-2,-2,22,-2,-2,-1,-2,-1,-2,-2,-1,-1,-2,-1,-2,-2
55,-1,5,-2,-1,7,-1,4,-1,-2,-2,-2,-2,15,-2,-1,-1,-2,15,-2,-2,-2,-1,-2,-2,-2,-2,-1,-2,-1,-2,-2,-2,-1
56,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,13,22,-1,-2,-1,-2,22,-2,-2,-2,-1,28,-2,-1,-2
57,6,-2,-2,-1,-2,-2,-1,-1,-1,-2,-2,-2,-1,-2,-2,22,-2,-2,-2,-2,-2,-2,-1,-2,-1,-1,-2,-1,29,-1,-2,-1,-2
58,-2,-1,-1,-2,6,-2,-1,-2,-2,-1,-2,-2,-2,-1,-2,19,-1,-2,-2,21,-1,-1,-2,-2,-1,-2,-1,-1,-1,-1,-2,-2,-2
59,-1,5,-1,-1,-1,-1,4,-2,-1,-2,-2,-2,-1,-2,-2,-1,-2,-1,-1,-2,17,-2,-2,-2,-1,-2,24,-2,-2,-1,-1,-1,-1
60,-1,-1,-2,-2,-2,-1,-2,-1,-2,-2,-2,-2,-2,-1,-1,-2,-1,14,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,29,-1,-1,-1,-2
61,-1,-2,-2,6,-1,-2,4,-2,-2,-2,-2,-1,-2,-1,-2,-2,11,-2,13,-2,-2,-1,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2
62,-1,-2,-1,-1,-1,0,4,-2,6,-1,-2,-2,15,-2,-2,-1,-2,-2,-2,-1,-2,-1,-1,-2,22,-2,-2,-2,-2,-2,-1,-1,-2
63,6,-1,-1,-2,-2,-2,-1,-1,6,-1,-2,-2,-2,-1,-1,-2,-2,14,13,-2,17,-2,-2,-2,-2,-2,-1,-2,-2,-1,-2,-2,-2
64,-1,-1,-2,-2,-1,0,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-1,-1,-1,-2,17,-2,-2,-1,-1,-2,24,-2,-2,-2,-1,-2,-2
65,-1,0,-2,-2,-2,0,-1,-1,-2,-2,-2,-2,-1,-1,-1,-1,-2,14,-2,-1,17,-2,-2,-1,-2,-1,-2,-1,-2,-2,-1,-2,-2
66,-1,0,-2,-1,6,-1,8,-1,7,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-1,-1,24,-1,-2,-2,-1,-2,-1
67,-1,-1,3,-1,-2,-1,-2,-2,-2,-1,-2,-1,-1,-2,-2,12,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-1,-2,-2,-1,-1,-2
68,-2,-2,-2,-2,8,-2,-2,-1,-1,-2,-2,-1,-2,-2,-2,-1,11,15,16,-2,-2,-2,-2,-2,-2,-1,28,-1,-1,-2,-1,-1,-2
69,-2,-2,-2,-2,-2,-2,-1,-2,6,-1,-2,-2,15,-2,-1,19,-2,-2,19,-1,-1,-2,-2,-1,-1,-1,29,-2,-1,28,-2,-2,-2
70,-1,-1,-2,-2,-2,0,-1,-2,-2,-2,-2,-2,-1,-1,-2,12,-2,15,21,-2,-2,-1,-1,-1,-2,-2,29,-2,-2,-1,-2,-1,-2
71,-2,-1,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-2,-2,-2,-1,-1,-1,19,-2,-2,-2,27,-2,-1,-2,-1,-2,-1,-2
72,-2,-2,-2,-2,-1,-1,-1,-2,-1,-2,-1,-1,-2,-2,-2,-2,-2,20,-2,-1,-1,-1,-2,-2,-1,27,-2,-1,29,-1,-2,-1,-2
73,-2,-2,-2,-1,3,-2,-2,-1,-2,-2,-2,-2,-1,-2,-2,19,-2,20,21,18,-1,-1,-2,-1,-1,-1,-1,-2,-1,-2,-2,-2,-2
74,-1,-1,-1,-2,-2,-1,-2,-2,10,-2,-1,-2,-1,-2,-2,12,-1,-2,16,-2,-1,-2,-2,-2,-1,27,-1,-1,-1,-1,-2,-2,-2
75,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-2,-1,-1,-2,-2,-1,-2,-2,-1,18,-2,-1,-2,-1,-1,-2,24,-2,-2,-1,-1,-1,-2
76,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-1,11,-1,-1,-2,17,-2,-2,-1,-2,-2,-1,-2,-2,-2,-2,-1,-2
77,-2,-2,-1,-1,3,-2,4,-2,-1,-2,-2,-1,-1,-2,-2,-2,-2,-2,-2,-1,-2,19,-2,-2,-2,27,-1,-1,-2,-2,-1,-1,-2
78,5,-2,-2,-2,-2,-1,-2,-2,-2,-1,-2,-2,-2,-2,-2,19,-1,15,-1,-1,-2,19,-2,-1,-2,-1,-2,-1,-2,-2,-1,-2,-2
79,-2,-2,-1,-1,3,-2,-2,-2,-2,-2,-2,-2,15,-2,-2,-1,-2,-2,-1,21,-1,-1,-2,-2,-2,-1,28,-2,-1,28,-1,-1,-1
80,-2,-2,3,-1,3,-2,-1,-2,-2,-1,-1,-1,15,-2,-1,22,-1,-1,16,-2,-2,-2,-1,-2,22,-1,-1,-2,-1,-2,-2,-1,-2
81,-2,-1,-2,-2,-2,-2,-2,-2,-1,-1,-2,-1,-1,-2,-2,12,-1,15,15,-1,-1,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2
82,5,0,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,22,18,17,-2,-1,-2,22,-2,24,-1,-2,-2,-2,-2,-2
83,-1,0,-1,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-2,12,-1,-1,-1,18,-2,-1,-1,-1,-1,-2,-2,-2,-2,-1,-1,-2,-2
84,-1,0,-2,-2,-2,-1,-2,-2,-1,-2,-1,-2,-1,-1,-2,12,-2,15,-2,15,-2,-1,-2,-2,-2,-2,28,-2,-1,28,-2,-2,-2
85,5,5,-1,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-2,-2,-1,-2,-2,-1,28,-2,-2,-2
86,-2,-2,-1,-2,6,-2,-1,-2,-2,-1,-2,-1,-2,-2,-1,-2,11,14,-2,-2,-2,-2,-2,-1,-2,27,29,-1,29,-1,-2,-2,-2
87,-2,-2,3,-1,7,-2,-1,-1,4,-1,-2,-1,-2,-1,-1,22,11,-2,-2,22,-2,-1,-1,-2,-1,-2,-1,-2,29,-1,-1,-1,-2
88,-1,-1,-2,-1,-2,0,-2,-2,-2,-1,-1,-1,-2,-2,-2,-2,-1,-2,-1,18,-1,-2,-2,-1,-1,27,24,-1,-2,-2,-1,-1,-2
89,-1,5,-2,-2,-2,-1,8,-1,7,-2,-1,-1,-2,-1,-1,19,-1,-2,-2,-1,-2,-1,-2,-2,-1,-2,-2,-1,-1,-1,-2,-1,-1
90,-1,-1,-1,-2,-2,-1,-2,-2,-2,-2,-1,-2,-2,-1,-2,-2,-1,-2,-2,-2,-2,-1,-2,-2,-1,-2,-2,-2,-1,-2,-2,-1,-1
91,-2,-2,-2,-2,-2,-2,-1,-2,10,-2,-1,-2,-1,-2,-1,-2,-1,20,-1,18,-1,-2,-2,-1,-2,27,28,-1,-1,-2,-1,-2,-2
92,8,-2,-2,-2,7,-2,-2,-1,10,-2,-1,-2,-2,-2,-2,-2,-1,-2,-1,18,-1,-1,-1,-2,-1,-1,24,-1,-2,-2,-2,-2,-2
93,-2,-1,-2,-1,3,-2,-1,-2,6,-2,-2,-2,15,-2,-1,-1,-2,15,19,-1,-2,19,-2,-1,-2,-2,-2,-2,-2,-2,-1,-2,-2
94,5,-2,-2,-2,-2,-1,-2,-2,-2,-1,-1,-2,15,-2,-2,-1,-2,15,-1,-2,-2,-2,-2,-2,-1,-2,24,-2,-2,-2,-1,-2,-1
95,-1,-1,-1,-2,8,-2,4,-2,-1,-1,-2,-2,-1,-2,-1,-1,-1,15,16,21,17,-1,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-2
96,-1,-2,-1,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-1,-2,-2,-1,-2,-2,-2,-2,-1,-2,-2,-2,-1,-1,-2
97,-2,-1,-2,-2,7,-2,-2,-1,-2,-1,-2,-2,-1,-1,-1,-2,-2,-1,13,-2,-1,-2,-2,-2,-2,-1,-1,-2,-2,-2,-1,-2,-1
98,-1,-1,-2,-2,-1,0,4,-2,-2,-2,-2,-1,-1,-2,-2,-1,11,-1,22,22,17,-2,-1,-1,-1,27,24,-1,-1,-1,-2,-2,-1
99,-1,-1,3,-1,-2,-1,-2,-1,-1,-2,-1,-1,-2,-2,-2,-2,11,-2,-2,-2,-2,-2,-2,-2,-2,27,-2,-1,-2,-1,-2,-2,-1
100,8,-2,3,-1,7,-2,-1,-1,4,-1,-2,-1,-2,-1,-1,19,11,-2,-2,22,-2,-1,-1,-2,-1,-2,-1,-2,29,-1,-1,-1,-2
101,-2,-2,-2,-2,-1,-2,-1,-1,6,-2,-2,-2,-1,-2,-1,-2,-2,-1,19,-1,17,-2,-2,-2,-1,-1,-2,-2,-1,28,-1,-2,-2
102,-2,-2,-1,-1,-2,-2,-1,-2,-2,-2,-2,-1,15,-2,-2,-1,11,15,-2,-1,-2,-2,-2,-1,-1,-2,-2,-2,-1,-1,-2,-2,-2
103,8,-2,-1,-2,8,0,8,-2,-1,-2,-2,-2,-1,-1,-2,-2,-1,-1,22,22,-2,-2,-1,-1,-2,-2,29,-2,-1,28,-2,-2,-1
104,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-1,-2,-2,-2,-1,-1,-1,19,-2,-1,-2,27,-2,-1,-2,-1,-1,-1,-2
105,-2,-1,-2,-2,-2,-1,-1,-1,-1,-1,-2,-1,-2,-2,-2,-1,-2,-2,-1,18,-2,-1,-2,-2,-1,-2,24,-1,-2,-1,-2,-1,-2
106,5,-2,-2,-2,-2,-1,-2,-2,-2,-1,-2,-2,-2,-2,-2,19,-1,15,-1,-1,-2,19,-2,-1,-2,-1,-2,-1,-2,-2,-1,-2,-2
107,-1,-1,-2,-2,-1,0,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-1,-1,-1,-2,17,-2,-2,-1,-1,-2,24,-2,-2,-2,-1,-2,-2
108,-2,-2,3,-1,3,-2,-1,-2,-2,-1,-1,-1,-2,-2,-1,22,-1,-1,16,-2,-2,-2,-1,-1,22,-1,-2,-2,-1,-2,-2,-1,-1
109,-1,5,-1,-2,-2,-1,8,-1,7,-2,-1,-1,15,-1,-1,19,11,-2,-2,-1,-2,-1,-2,-2,-1,-2,-1,-1,-1,-1,-2,-1,-2
110,-2,-2,-1,-1,3,-2,-2,-2,-2,-2,-2,-2,15,-2,-2,-1,-2,-2,-2,-1,-2,-1,-2,-2,-2,-1,-2,-2,-1,28,-1,-1,-1
111,8,0,-1,-1,7,-2,-2,-1,-1,-2,-2,-1,-2,-2,-1,-2,11,14,-1,-2,-1,-1,-1,-1,-2,-2,28,-2,-1,28,-1,-1,-2
112,-1,-2,-1,-1,-1,0,4,-2,6,-1,-2,-2,15,-2,-2,-1,-2,-2,22,-1,-2,-2,-1,-2,22,-2,24,-2,-2,-2,-1,-1,-2
113,8,-2,-2,-2,-1,-1,-2,-1,7,-1,-2,-2,-1,-2,-1,-1,-2,-1,-1,-2,17,-1,-1,-1,-2,-2,28,-2,-1,28,-1,-2,-1
114,6,-2,-2,-1,6,-2,8,-2,-1,-1,-2,-2,-2,-2,-1,-2,-2,-1,-2,-2,17,-2,-2,-1,-1,-1,-2,-2,-2,-1,-1,-1,-2
115,-1,-1,-2,-2,-2,0,-2,-2,-2,-1,-1,-2,-2,-2,-2,-2,-1,-2,-1,18,-1,-2,-2,-2,-1,27,24,-1,-2,-2,-1,-2,-2
116,5,-2,-2,-2,-2,-1,-2,-2,-2,-1,-1,-2,15,-2,-2,-1,-2,15,-1,-2,-2,-2,-2,-2,-1,-2,24,-2,-2,-2,-1,-2,-1
117,8,-2,3,-1,6,-2,-1,-2,-1,-1,-2,-2,15,-2,-1,-1,-1,-1,-1,18,-1,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2
118,-2,-1,3,-1,3,-2,-1,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-2,-2,17,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2
119,-1,0,-1,-2,-2,0,-1,-1,-2,-2,-2,-2,-1,-1,-1,-1,-2,14,-2,-1,17,-2,-2,-1,-2,-1,-2,-1,-2,-1,-1,-2,-2
120,-1,-2,-2,-2,-2,0,-2,-2,-2,-2,-1,-1,-2,-2,-2,22,-1,-2,22,-2,-1,-2,-1,-2,22,-2,-2,-1,-1,28,-1,-1,-1
121,-2,-2,-1,-1,3,-2,-2,-2,-2,-2,-2,-2,15,-2,-2,-1,-2,-2,-1,21,-1,-1,-2,-2,-2,-1,-1,-2,-1,28,-1,-1,-1
122,-1,-1,3,-1,-2,-1,-1,-2,-2,-1,-2,-2,-1,-1,-2,12,-2,-2,-2,-2,-2,-1,-2,-2,-1,-2,-1,-1,-2,-2,-1,-1,-2
123,-2,-2,3,-1,7,-2,-1,-1,4,-2,-2,-1,-2,-2,-1,22,11,-2,-2,22,-2,-1,-1,-2,-2,-2,28,-2,29,-1,-1,-1,-2
124,-2,-2,-1,-1,-1,-2,-2,-2,-2,-2,-2,-1,-2,-1,-2,-2,11,-2,-2,-2,-2,-2,-1,-2,-1,-2,-2,-1,-1,-2,-1,-2,-2
125,-1,0,-2,-1,6,-1,8,-1,7,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-2,-2,-2,-2,-1,27,24,-1,-2,-2,-1,-2,-1
126,8,0,-1,-1,7,-2,-2,-1,-1,-1,-2,-1,-2,-2,-1,-2,-1,14,16,-2,-1,-1,-2,-1,-2,-2,-2,-2,-1,28,-1,-1,-2
127,-2,-2,3,-1,3,-2,-1,-2,-2,-2,-1,-1,15,-2,-1,22,11,-1,-1,-1,-2,-2,-1,-2,22,-1,-1,-2,-1,28,-2,-1,-2
128,-1,-1,-1,-2,8,-2,4,-2,-1,-1,-2,-2,-2,-2,-2,-1,-1,15,16,21,17,-1,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-2
129,6,-2,-1,-1,3,-2,4,-2,-1,-2,-2,-1,-1,-2,-1,-2,-2,-2,-2,-1,-2,19,-2,-2,-2,-2,-1,-1,-2,-2,-1,-1,-2
130,-2,-1,-2,-1,-1,-2,-1,-2,6,-1,-2,-2,15,-2,-1,-1,-2,15,19,-1,17,19,-2,-1,-2,-2,-2,-2,-2,-2,-1,-2,-2
131,-1,-1,-2,-1,3,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-2,11,-2,-2,22,-2,-2,-1,-2,-1,-2,-2,-1,-1,-2,-1,-2,-2
132,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,12,-1,15,-2,15,-1,-2,-2,-2,-2,-2,29,-1,-2,-1,-1,-2,-2
133,-2,-2,-2,-2,-2,-2,-1,-2,10,-2,-1,-2,-1,-2,-1,-2,-1,20,-1,18,-1,-2,-2,-1,-2,27,28,-1,-1,-2,-2,-1,-2
134,-1,-2,-1,-1,-2,-2,-2,-2,-2,-1,-2,-1,-2,-2,-2,-2,-2,-2,-1,-2,-2,-1,-2,-2,-1,-1,-1,-2,-1,28,-2,-2,-1
135,-1,-1,3,-1,-2,-1,-2,-2,-2,-2,-2,-1,-1,-2,-2,12,-2,-2,15,-2,-1,-2,-2,-2,-2,27,-2,-1,-2,-2,-1,-1,-2
136,-1,0,-2,-1,-2,0,-1,-2,-2,-2,-2,-2,-1,-1,-1,-1,-2,14,-2,-2,17,-2,-2,-1,-2,-1,-2,-1,-2,-2,-1,-2,-2
137,-2,-2,-1,-2,-2,-2,-1,-1,-2,-2,-2,-1,15,-2,-2,-1,11,15,-2,15,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-2,-2,-2
138,-1,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-2,22,-1,-1,-1,-1,-2,-1,-1,-2,22,-2,-2,-2,-1,-2,-1,-2,-2
