Total population supplied (inhab),Benefit wastewater (Total with PV summed),Total benefit reclaimed wastewater (total PV),Total benefit freshwater management (total PV),Total benefits of energy savings (total PV),Total benefits of environmental savings (total PV),Total benefits  (ILS),Total costs with wastewater (ILS PV),Total costs with reclaimed ww management (ILS),Total costs with costs freshwater in the buffer (ILS),Total costs (ILS),Costs - benefits (ILS),Coverage (region),Coverage (town),Benefits/costs,Onsite construction costs ,Onsite OeM costs (year) ,Onsite OeM costs (total) ,Benefits onsite treatment (connection fee) ,Benefits onsite treatment (sanitation fee) ,Population supplied with onsite treatment (inhabitants),Total wastewater pumping costs (ILS PV),Total land purchase costs at each WWPS (ILS) ,Centralization degree Eggiman,Centralization degree Huang,Number activated,Number WWTP,Number WWPS,idx_evaluation
30785.286149999993,17134924.721480403,30449165.91286709,410709.3538167889,21456187.60574221,19528733.187278684,123421730.46462543,107720955.66536792,9683220.239232317,1499713.750314481,203979760.3605833,80558029.89595787,0.36254237943826173,0.36254237943826173,0.6050685138880829,18552522.8921371,6547949.256048388,65998299.41588363,13532428.462500002,20909581.22094025,54129.71385000001,525048.3976478431,0.0,0.9974617682222666,0.2812146753936767,16,11,5,0
17388.62710999999,9868721.47511147,17796968.84244074,380725.8470987621,13816798.57654653,11414179.85178602,96243518.43782586,47128527.527067,6498193.370217961,1437025.7699592882,160819707.11809808,64576188.68027222,0.20477686050756627,0.20477686050756627,0.5984559987237718,23144119.740524195,8168512.849596775,82332335.78164993,16881593.222500004,26084530.62234234,67526.37289000001,279504.92867971346,0.0,0.9976986854674859,0.48532002515987094,10,6,4,1
36938.74108000001,19718077.232611157,33889283.31717389,334561.3023239792,24067134.047201462,21735070.632247314,130270775.51545738,137187069.07530946,9588176.090679286,1228913.4721289668,224372747.6512149,94101972.13575752,0.43500843290349184,0.43500843290349184,0.5805998138328365,16443475.839516126,5803579.708064515,58495626.0775821,11994064.729999999,18532584.253899563,47976.25891999999,1429487.0959989764,0.0,0.9982996909654431,0.23902805889810508,16,9,7,2
6895.871519999999,3885197.104463938,6968293.25737438,13428.034893391134,5128004.044194,4469151.640586396,70106597.33681893,37871596.388760425,2796521.0965770776,33836.079966979196,162653066.35955492,92546469.02273598,0.08120910934463874,0.08120910934463874,0.43101921719596636,26740427.1,9437797.8,95125753.22046217,19504782.12,30137741.13530682,78019.12848,84932.47378826691,0.0,0.994166079724277,0.397197945602458,7,6,1,3
76675.08953,41127680.92240326,70968073.26667698,226762.62507834926,55737126.57439402,45515748.1688037,218818335.88521406,214051809.29769224,19752290.667918283,837226.8578914627,249206908.787677,30388572.90246293,0.9029628396631926,0.9029628396631926,0.8780588666249465,2824162.862701614,996763.3633064519,10046609.148279,2059977.6175000006,3182966.710357753,8239.910470000003,1694809.9531943745,0.0,0.9989600331606889,0.28502268301921024,15,11,4,4
68119.40310999998,36471273.70061885,62837868.205776006,158828.80908837778,49750251.19758227,40301398.263570175,200206432.82684776,174843218.80814213,13535747.450147761,580769.851380718,216455674.91728035,16249242.090432584,0.802206949420008,0.802206949420008,0.9249303946563548,5756555.3856854895,2031725.4302419373,20478231.891017184,4198899.222500004,6487913.427712066,16795.596890000015,1261151.5309070891,0.0,0.9990987364873374,0.21330540177736565,16,9,7,5
46758.07009999998,25626873.811108977,44995195.49251516,1330174.004230857,35709017.31987995,28857905.993131183,160797908.473224,116533770.04113394,16952019.378757115,5020358.955687301,198617807.52470762,37819899.0514836,0.5506455879408818,0.5506455879408818,0.8095845507368271,13077980.006048393,4615757.64919355,46523292.018679,9539232.475000005,14739509.377357885,38156.92990000002,510387.1244018601,0.0,0.9978026438551604,0.216471301415155,18,14,4,6
47278.61661000001,24219697.137528293,40176087.183632106,111187.49992320013,32039341.167829286,25767145.456895743,146260983.54745942,98820502.7886255,8655289.491933765,408707.92247461836,167088623.0436151,20827639.49615568,0.5567757947359125,0.5567757947359125,0.8753497448433755,12899566.887701608,4552788.31330645,45888609.47588785,9409095.847499996,14538429.254150791,37636.38338999999,415946.4769917595,0.0,0.998895558486117,0.36593080197714073,10,7,3,7
77624.21784999999,41640141.8559224,71857114.92595342,151468.9617634145,55142236.03657921,46085939.72695893,219515928.23667398,234315255.8596773,20359070.973107424,515652.78920770943,267514697.09308252,47998768.85640854,0.9141402325855266,0.9141402325855266,0.8205752080989135,2498856.7852822626,881949.4536290339,8889373.120373156,1822695.5375000034,2816331.1919966238,7290.782150000014,936487.5654346785,0.0,0.9987730490937147,0.2953480959377765,19,13,6,8
43483.539370000006,22314767.540554605,37074343.38311322,515476.1906077315,29784445.169507995,23777825.707745165,139829139.75366542,90641209.32245539,10603669.83817394,1962600.9019524923,168336605.76946318,28507466.015797764,0.512083134546311,0.512083134546311,0.8306520088991297,14200299.006249998,5011870.237499999,50515802.67860835,10357865.157499999,16004416.6046367,41431.460629999994,413024.0220230358,0.0,0.9987165849556848,0.5121771998822898,10,7,3,9
55883.201160000004,29214946.423947338,49334202.919171,1427995.6847803197,39264146.146221936,31640751.295864936,169354586.02611536,137442426.15715533,13784451.85023712,5356589.1367188245,202127274.4187222,32772688.392606854,0.6581075329447095,0.6581075329447095,0.8378611274166013,9950414.924999999,3511911.1499999994,35397367.10475927,7257949.709999998,11214593.846129833,29031.798839999996,196025.24485167352,0.0,0.9987415666637226,0.491447711317412,13,10,3,10
47218.55526000001,24269116.436609987,40377104.858245224,470365.125352283,32730481.577054776,25896069.202941217,147728878.5319277,94967621.37211324,12493463.050850179,1791436.2946873233,168371811.85364655,20642933.32171884,0.5560684833068363,0.5560684833068363,0.8773967382398768,12920152.431048384,4560053.799193547,45961839.99344808,9424111.184999999,14561630.14672422,37696.44473999999,237298.71149932465,0.0,0.9980971438094441,0.35218843281242757,15,12,3,11
70289.25094999999,37722517.381290786,65120817.34706034,1440739.9043769178,51280110.37419244,41765579.7386177,206635932.3673289,212393893.7110785,21688075.886793755,5471136.549265267,263766000.6797136,57130068.312384695,0.8277601242418888,0.8277601242418888,0.7834062458195409,5012857.537298392,1769243.8366935498,17832619.024337888,3656437.2625000034,5649730.359290732,14625.749050000013,1367417.97093981,0.0,0.9987567616068728,0.15908654800434255,18,13,5,12
74801.32336,40127626.51373113,69249532.24596906,379247.56982116704,53476198.82447614,44413552.81932068,214081354.54086962,252716368.90039474,23608948.076140255,1398168.410302944,294681416.31556636,80600061.77469674,0.880896465406583,0.880896465406583,0.7264840695336406,3466381.1064516143,1223428.6258064522,12331220.906355266,2528419.160000001,3906777.4075514744,10113.676640000005,1160328.915921582,0.0,0.9982796373090328,0.11876121681083134,25,18,7,13
49520.47458000001,25831887.80524736,43538854.00531513,634039.7326950951,32444253.602550134,27923873.69764964,152893969.8384327,135802264.72973916,13777442.818615967,2355427.3146839472,207449061.9712366,54555092.13280389,0.5831769955838192,0.5831769955838192,0.7370193356653109,12131188.147983868,4281595.816935482,43155197.399076276,8848631.354999999,13672429.63997535,35394.52541999999,227541.56113736797,0.0,0.9984876474208733,0.349844792970841,14,10,4,14
62850.57527,33451497.224988814,57352544.825988084,359768.31739378016,47162810.82470101,36783357.17711292,189149275.3876433,130133470.8149111,16388023.718279112,1339958.4535689289,183478164.69961157,-5671110.688031733,0.7401586912795148,0.7401586912795148,1.030908913315742,7562403.637298387,2669083.636693548,26902313.095633827,5516106.1825,8523190.83495871,22064.42473,1151994.9799202164,0.0,0.999017786996474,0.3464281333185259,12,8,4,15
54640.16370999999,30111037.093971476,53096236.81108959,1704956.2951971681,39306857.43654086,34053551.57837553,177536110.80037954,199010098.0429058,21236601.788498756,6462823.035741663,274524463.63477457,96988352.83439502,0.6434689243361007,0.6434689243361007,0.6467041532465112,10376455.986491937,3662278.5834677424,36912955.34595329,7568709.072500002,11694762.512704922,30274.836290000007,525529.4351831253,0.0,0.9983459242948831,0.2177767963562502,20,14,6,16
57644.53511000001,30496141.046149082,52021967.3999341,1394860.2051862397,40092333.01979823,33364563.224417187,174721695.32296634,193055996.44221973,15863553.8989074,5300541.735550743,257341028.03035268,82619332.70738634,0.6788498511452631,0.6788498511452631,0.6789500168716136,9346731.917943545,3298846.559274192,33249839.67231079,6817616.222499996,10534214.204981506,27270.46488999999,524364.3634204739,0.0,0.9985962254464301,0.16139201018305316,17,12,5,17
33953.24495999999,19140350.75033147,34343719.53823344,123920.0212742557,27475685.06215404,22026525.699919853,135536481.1264637,99942424.81076327,12125780.74153205,471098.30906763265,192750574.1573654,57214093.0309017,0.3998497904963786,0.3998497904963786,0.7031703107447504,17466730.55806452,6164728.432258067,62135727.840889685,12740438.760000004,19685841.29455067,50961.75504000001,608811.8970482277,0.0,0.9985630022931675,0.32907035196215534,11,7,4,18
30417.035430000004,16366593.613796655,28314086.890568,1305959.274507096,19727990.319664035,18159388.993104376,118550341.76072304,115688608.20089749,10357401.523708085,4932468.439690304,216104509.52067405,97554167.75995101,0.35820568132838726,0.35820568132838726,0.548578750270742,18678737.856653225,6592495.714112903,66447293.499724954,13624491.1425,21051831.526582863,54497.96457,0.0,0.0,0.9967614553700196,0.27039811146433274,14,14,0,19
45904.99630999999,25048466.128276095,43825812.38145713,705544.5848618572,35270064.424137436,28107915.965985253,157779344.72850212,118789058.0267339,17265951.65009036,2623021.3856539084,199933762.30797282,42154417.579470694,0.5405993794971441,0.5405993794971441,0.7891580836930527,13370364.167943552,4718952.059274195,47563412.414886534,9752500.922500003,15069040.321284354,39010.00369000001,321954.66266455513,0.0,0.9984364004805304,0.31919329261434204,14,11,3,20
63771.42404,33934688.54144323,58171088.23368567,138494.21288485985,46525524.90959364,37308334.3097173,189531503.52414805,148983603.55938458,13274455.994160302,519904.47052913666,196562006.4912779,7030502.967129856,0.7510030505799917,0.7510030505799917,0.964232645501399,7246790.147580645,2557690.640322581,25779557.246459726,5285893.99,8167479.326823371,21143.575960000002,757695.0731635173,0.0,0.9987157692569402,0.215631567623991,15,11,4,21
43790.3729,23261872.945771404,39818078.38435487,196957.11320990926,31561293.805275198,25537534.624868695,146542784.5828237,82848997.06284907,9832640.882674817,691573.2041056436,157771821.9676218,11229037.38479811,0.5156965542012601,0.5156965542012601,0.9288273581127652,14095134.28830645,4974753.278225806,50141692.23642332,10281156.775,15885890.934343642,41124.6271,161784.29326248573,0.0,0.9982392096323492,0.2465466242113529,12,10,2,22
62064.76458,32840017.23736526,56028051.427594915,128232.59344798919,43174111.42178846,35933886.34892836,182643596.83116812,195834988.16839927,14889925.308912095,464170.86864887294,247764006.47217515,65120409.641007036,0.7309046055467232,0.7309046055467232,0.7371675952119369,7831733.914112902,2764141.3814516123,27860422.154671874,5712558.8549999995,8826738.947043143,22850.235419999997,882766.0574301041,0.0,0.9984784828935184,0.15074875444986255,20,13,7,23
60747.89503000001,31920582.52011794,54139413.51739531,1451536.1817535737,42747037.608010665,34722598.46205452,180358372.49373698,175850579.7847394,17263131.017293442,5458137.95976607,236405892.63270485,56047520.13896787,0.7153965145145146,0.7153965145145146,0.7629182609840998,8283080.332459674,2923440.1173387086,29466031.064658,6041776.242499998,9335427.961904949,24167.104969999993,84932.47378826691,0.0,0.9979737397597229,0.1974279904000383,18,17,1,24
27519.444250000004,14818057.871505696,25650085.529957462,134279.36559473487,17183473.130490556,16450817.667019999,110756734.571994,115240210.19039764,8333883.759224037,496964.22853563353,214235985.22055954,103479250.64856553,0.32408224989695583,0.32408224989695583,0.5169847374518716,19671863.86592742,6943010.776209678,69980216.11617185,14348888.9375,22171132.06992557,57395.55575,512847.06030296435,0.0,0.9968589389911462,0.27462640555297446,17,12,5,25
72747.89958,39015901.787901685,67316600.20946263,1760963.6030013724,52591655.05352665,43173856.660874315,211600739.84553292,243185043.48521563,25546957.7273717,6692052.849231029,295327728.39039934,83726988.54486641,0.8567143564741212,0.8567143564741212,0.7164946583201083,4170175.54717742,1471826.6637096775,14834882.3488614,3041775.1050000004,4699987.425766269,12167.100420000002,898616.432542119,0.0,0.9985217191487535,0.13443395024867594,21,16,5,26
31507.49977999998,17706007.959210165,31695043.14235869,391215.6725011116,25401400.394415285,20327783.12081285,129503925.14299765,119579317.37039605,14245033.375376517,1470003.1386654743,219294700.88728988,89790775.74429223,0.3710475155155153,0.3710475155155153,0.590547444233768,18304989.99475807,6460584.704032259,65117731.83100673,13351875.055000005,20630599.79869955,53407.500220000016,577625.1770870308,0.0,0.9980766702922863,0.20351109066533454,15,10,5,27
48872.65271,25945823.875411246,44389653.914775044,1244749.0103612088,33079379.084134743,28469538.70782261,156062405.9397953,158624159.99516523,12405658.189006606,4697998.363282075,232783892.568849,76721486.62905371,0.5755479327562857,0.5755479327562857,0.6704175457227467,12353223.869556451,4359961.365725806,43945061.943028934,9010586.8225,13922674.52479043,36042.34729,757790.2088097158,0.0,0.9987828241022481,0.1869299551126925,12,9,3,28
70598.19417999999,37615277.71259816,64548779.109974444,224255.5811306002,52701397.47014811,41398699.997578524,205598001.06666157,185380831.57881987,20213261.5229559,838513.8940001475,229493315.8595411,23895314.79287952,0.8313983887416827,0.8313983887416827,0.8958779487612424,4906969.736693551,1731871.6717741946,17455936.3052577,3579201.455000002,5530389.740231746,14316.805820000009,697802.8218139498,0.0,0.9988417781487386,0.1522944072800939,16,12,4,29
60587.13232,32822935.11076048,57098075.605456874,763152.8643885131,43071963.385365,36620152.00011893,185855774.32300115,196451195.13118356,17170122.001625206,2855485.7719089594,255235734.94246113,69379960.61945999,0.7135032952952952,0.7135032952952952,0.7281730137235658,8338180.454838711,2942887.219354839,29662042.916833892,6081966.920000001,9397528.436911315,24327.867680000003,758708.6660707936,0.0,0.9983965094949452,0.13927794975005978,19,14,5,30
66040.65628,35358147.0563796,60919787.29199633,645429.72751737,48498595.45894329,39071226.951029025,196502677.81578922,155567843.3678871,20356455.972682487,2414079.7223396427,208188253.97598594,11685576.160196722,0.7777266240358005,0.7777266240358005,0.9438701466724216,6469029.097580646,2283186.740322581,23012768.764357008,4718585.930000002,7290905.399923587,18874.343720000004,368077.05113910127,0.0,0.9986824928472354,0.2390029093234694,17,12,5,31
40198.144179999996,21062533.764748514,35636640.57047706,1204802.0790283077,29397334.303250346,22855747.424520105,138609792.7238725,60137899.44847723,8253103.075366517,4578108.059501717,143029658.61488116,4419865.891008645,0.47339273603014775,0.47339273603014775,0.9690982560273775,15326341.712500002,5409297.075,54521559.96101313,11179213.955000002,17273520.62684818,44716.855820000004,212646.35802257544,0.0,0.9988228959084794,0.4655639677531767,9,7,2,32
73665.06149,39371302.38887663,67736257.29624057,161626.74417655042,54143720.474359445,43443005.94730432,212014097.58057302,178392821.06012848,18505769.336917505,565491.0018357702,215772934.48030305,3758836.8997300267,0.8675152975328269,0.8675152975328269,0.9825796645497578,3855825.698991938,1360879.6584677428,13716621.747729046,2812484.627500002,4345700.1021155175,11249.938510000007,736405.634700339,0.0,0.9988288301304767,0.38551022927614853,17,11,6,33
52261.09698000001,27067399.190368716,45338284.871498175,1360458.5865790981,35694336.74119031,29077948.176247835,159315667.34833607,129875272.20192558,12902944.405634316,5120912.855122133,199275127.94637913,39959460.598043054,0.6154518869457694,0.6154518869457694,0.7994759255214463,11191861.922177417,3950068.9137096764,39813660.8403886,8163475.754999998,12613764.02745192,32653.90301999999,370475.7211310813,0.0,0.9984166318333683,0.3036680004712404,14,11,3,34
34892.13006000001,18369394.817215346,31206330.832679443,155717.00484871195,21884589.40452754,20014344.90288677,123459257.04161443,105935975.22361541,8340887.174635458,552695.9571077233,193509832.7321594,70050575.69054498,0.410906554319025,0.410906554319025,0.6379999160688475,17144935.261693545,6051153.621774192,60990980.98117737,12505717.484999998,19323162.594456617,50022.86993999999,544358.1339299113,0.0,0.9978227816329913,0.2717877478868282,16,10,6,35
