0,10,11,33428023
0,10,12,904003
0,10,13,12091725
0,10,14,1076528
0,10,15,1094609
0,10,16,846698
0,10,17,1078060
0,10,18,938323
0,10,19,987967
0,10,20,779432
0,10,21,1822407
0,10,22,13162433
0,10,23,42661096
0,10,24,16715921
0,10,25,1244457
0,10,26,1484247
0,10,27,4962049
0,10,28,3606816
0,10,29,8144447
0,10,30,9538152
0,10,31,31447494
0,10,32,8977511
0,11,12,33210756
0,11,13,33210756
0,11,14,33210756
0,11,15,33210756
0,11,16,33430934
0,11,17,33210756
0,11,18,33522559
0,11,19,33572204
0,11,20,33363669
0,11,21,34406644
0,11,22,45746670
0,11,23,75245333
0,11,24,49300157
0,11,25,33828693
0,11,26,34068483
0,11,27,37546285
0,11,28,36191052
0,11,29,40728684
0,11,30,42122388
0,11,31,64031730
0,11,32,41561748
0,12,13,11874458
0,12,14,1136898
0,12,15,1154979
0,12,16,906915
0,12,17,1138430
0,12,18,998540
0,12,19,1048184
0,12,20,839649
0,12,21,1882624
0,12,22,13222650
0,12,23,42721313
0,12,24,16776137
0,12,25,1304674
0,12,26,1544464
0,12,27,5022266
0,12,28,3667033
0,12,29,8204664
0,12,30,9598368
0,12,31,31507710
0,12,32,9037728
0,13,14,11874458
0,13,15,11874458
0,13,16,12094638
0,13,17,11874458
0,13,18,12186262
0,13,19,12235906
0,13,20,12027372
0,13,21,13070347
0,13,22,24410373
0,13,23,53909036
0,13,24,27963861
0,13,25,12492396
0,13,26,12732186
0,13,27,16209988
0,13,28,14854755
0,13,29,19392387
0,13,30,20786092
0,13,31,42695433
0,13,32,20225450
0,14,15,1327504
0,14,16,1079440
0,14,17,1310955
0,14,18,1171065
0,14,19,1220709
0,14,20,1012174
0,14,21,2055149
0,14,22,13395175
0,14,23,42893838
0,14,24,16948663
0,14,25,1477199
0,14,26,1716989
0,14,27,5194791
0,14,28,3839558
0,14,29,8377189
0,14,30,9770894
0,14,31,31680236
0,14,32,9210253
0,15,16,1097522
0,15,17,1329036
0,15,18,1189146
0,15,19,1238790
0,15,20,1030255
0,15,21,2073231
0,15,22,13413257
0,15,23,42911920
0,15,24,16966744
0,15,25,1495280
0,15,26,1735070
0,15,27,5212872
0,15,28,3857639
0,15,29,8395271
0,15,30,9788975
0,15,31,31698316
0,15,32,9228334
0,16,17,1080972
0,16,18,941235
0,16,19,990879
0,16,20,782344
0,16,21,1825320
0,16,22,13165346
0,16,23,42664009
0,16,24,16718833
0,16,25,1247368
0,16,26,1487159
0,16,27,4964961
0,16,28,3609728
0,16,29,8147360
0,16,30,9541064
0,16,31,31450405
0,16,32,8980423
0,17,18,1172597
0,17,19,1222241
0,17,20,1013706
0,17,21,2056681
0,17,22,13396707
0,17,23,42895370
0,17,24,16950195
0,17,25,1478731
0,17,26,1718521
0,17,27,5196323
0,17,28,3841090
0,17,29,8378721
0,17,30,9772426
0,17,31,31681767
0,17,32,9211785
0,18,19,1082657
0,18,20,873969
0,18,21,1917097
0,18,22,13257123
0,18,23,42443829
0,18,24,16810610
0,18,25,1339146
0,18,26,1578937
0,18,27,5056739
0,18,28,3701353
0,18,29,8238984
0,18,30,9632688
0,18,31,31542030
0,18,32,9072201
0,19,20,923613
0,19,21,1966741
0,19,22,13306767
0,19,23,42443829
0,19,24,16860255
0,19,25,1388791
0,19,26,1628581
0,19,27,5106383
0,19,28,3750997
0,19,29,8288628
0,19,30,9682333
0,19,31,31591675
0,19,32,9121845
0,1,10,898791
0,1,11,33483028
0,1,12,959008
0,1,13,12146730
0,1,14,1131533
0,1,15,1149614
0,1,16,901703
0,1,17,1133065
0,1,18,993328
0,1,19,1042972
0,1,2,10610374
0,1,20,834438
0,1,21,1877412
0,1,22,13217438
0,1,23,42716101
0,1,24,16770926
0,1,25,1299462
0,1,26,1539252
0,1,27,5017054
0,1,28,3661821
0,1,29,8199452
0,1,3,8758081
0,1,30,9593157
0,1,31,31502499
0,1,32,9032516
0,1,4,960997
0,1,5,2897862
0,1,6,4425467
0,1,7,1976087
0,1,8,965901
0,1,9,932500
0,20,21,1758053
0,20,22,13098079
0,20,23,42596742
0,20,24,16651567
0,20,25,1180103
0,20,26,1419893
0,20,27,4897695
0,20,28,3542462
0,20,29,8080093
0,20,30,9473798
0,20,31,31383140
0,20,32,8913157
0,21,22,14141207
0,21,23,42443829
0,21,24,17694694
0,21,25,2223231
0,21,26,2463021
0,21,27,5940823
0,21,28,4585437
0,21,29,9123069
0,21,30,10516772
0,21,31,32426114
0,21,32,9956285
0,22,23,42443829
0,22,24,29034720
0,22,25,12945166
0,22,26,13803047
0,22,27,17280849
0,22,28,15925463
0,22,29,20463095
0,22,30,21856799
0,22,31,43766140
0,22,32,21296311
0,23,24,42443829
0,23,25,42443829
0,23,26,43301710
0,23,27,42443829
0,23,28,45424126
0,23,29,49961758
0,23,30,51355461
0,23,31,73264803
0,23,32,42443829
0,24,25,17116744
0,24,26,17356534
0,24,27,16498654
0,24,28,19478950
0,24,29,24016583
0,24,30,25410286
0,24,31,47319628
0,24,32,16498654
0,25,26,1885070
0,25,27,5362872
0,25,28,4007486
0,25,29,8545118
0,25,30,9938822
0,25,31,31848164
0,25,32,9378335
0,26,27,5602663
0,26,28,4247276
0,26,29,8784908
0,26,30,10178612
0,26,31,32087953
0,26,32,9618124
0,27,28,7725079
0,27,29,12262710
0,27,30,13656414
0,27,31,35565756
0,27,32,8760243
0,28,29,10907630
0,28,30,12301334
0,28,31,31230226
0,28,32,11740541
0,29,30,16838966
0,29,31,31230226
0,29,32,16278172
0,2,10,10827641
0,2,11,43411877
0,2,12,10887858
0,2,13,22075580
0,2,14,11060383
0,2,15,11078464
0,2,16,10830553
0,2,17,11061915
0,2,18,10922178
0,2,19,10971822
0,2,20,10763287
0,2,21,11806262
0,2,22,23146288
0,2,23,52644951
0,2,24,26699775
0,2,25,11228311
0,2,26,11468101
0,2,27,14945904
0,2,28,13590670
0,2,29,18128302
0,2,3,18686931
0,2,30,19522006
0,2,31,41431348
0,2,32,18961366
0,2,4,10889847
0,2,5,10610374
0,2,6,14354316
0,2,7,11904937
0,2,8,10894750
0,2,9,10861350
0,30,31,31230226
0,30,32,17671877
0,31,32,39581217
0,3,10,8703076
0,3,11,41287313
0,3,12,8763293
0,3,13,19951016
0,3,14,8935818
0,3,15,8953900
0,3,16,8705989
0,3,17,8937350
0,3,18,8797613
0,3,19,8847257
0,3,20,8638722
0,3,21,9681698
0,3,22,21021724
0,3,23,50520387
0,3,24,24575212
0,3,25,9103747
0,3,26,9343537
0,3,27,12821339
0,3,28,11466106
0,3,29,16003738
0,3,30,17397443
0,3,31,39306783
0,3,32,16836801
0,3,4,8765282
0,3,5,10702147
0,3,6,8485809
0,3,7,9780372
0,3,8,8485809
0,3,9,8736785
0,4,10,905992
0,4,11,33490229
0,4,12,966209
0,4,13,12153931
0,4,14,1138734
0,4,15,1156815
0,4,16,908904
0,4,17,1140265
0,4,18,1000529
0,4,19,1050173
0,4,20,841639
0,4,21,1884613
0,4,22,13224639
0,4,23,42723302
0,4,24,16778127
0,4,25,1306663
0,4,26,1546452
0,4,27,5024255
0,4,28,3669021
0,4,29,8206653
0,4,30,9600358
0,4,31,31509699
0,4,32,9039716
0,4,5,2905062
0,4,6,4432667
0,4,7,1983287
0,4,8,973101
0,4,9,939700
0,5,10,2842857
0,5,11,35427094
0,5,12,2903074
0,5,13,14090796
0,5,14,3075599
0,5,15,3093680
0,5,16,2845769
0,5,17,3077131
0,5,18,2937394
0,5,19,2987038
0,5,20,2778503
0,5,21,3821478
0,5,22,15161504
0,5,23,44660167
0,5,24,18714991
0,5,25,3243528
0,5,26,3483318
0,5,27,6961120
0,5,28,5605887
0,5,29,10143518
0,5,30,11537222
0,5,31,33446563
0,5,32,10976582
0,5,6,6369531
0,5,7,3920153
0,5,8,2909966
0,5,9,2876566
0,6,10,4370462
0,6,11,36954698
0,6,12,4430678
0,6,13,15618401
0,6,14,4603204
0,6,15,4621284
0,6,16,4373373
0,6,17,4604735
0,6,18,4464998
0,6,19,4514643
0,6,20,4306108
0,6,21,5349082
0,6,22,16689108
0,6,23,46187771
0,6,24,20242596
0,6,25,4771132
0,6,26,5010921
0,6,27,8488724
0,6,28,7133490
0,6,29,11671123
0,6,30,13064827
0,6,31,34974168
0,6,32,12504186
0,6,7,5447757
0,6,8,4437723
0,6,9,4404170
0,7,10,1921082
0,7,11,34505319
0,7,12,1981299
0,7,13,13169021
0,7,14,2153824
0,7,15,2171905
0,7,16,1923994
0,7,17,2155356
0,7,18,2015619
0,7,19,2065263
0,7,20,1856729
0,7,21,2899703
0,7,22,14239729
0,7,23,43738392
0,7,24,17793217
0,7,25,2321753
0,7,26,2561543
0,7,27,6039345
0,7,28,4684112
0,7,29,9221743
0,7,30,10615448
0,7,31,32524789
0,7,32,10054807
0,7,8,1988192
0,7,9,1954791
0,8,10,910896
0,8,11,33495132
0,8,12,971113
0,8,13,12158835
0,8,14,1143638
0,8,15,1161719
0,8,16,913807
0,8,17,1145170
0,8,18,1005432
0,8,19,1055077
0,8,20,846542
0,8,21,1889516
0,8,22,13229543
0,8,23,42728205
0,8,24,16783030
0,8,25,1311566
0,8,26,1551356
0,8,27,5029158
0,8,28,3673925
0,8,29,8211557
0,8,30,9605261
0,8,31,31514602
0,8,32,9044621
0,8,9,944605
0,9,10,877495
0,9,11,33210756
0,9,12,937865
0,9,13,12125587
0,9,14,1110390
0,9,15,1128471
0,9,16,880407
0,9,17,1111921
0,9,18,972032
0,9,19,1021676
0,9,20,813141
0,9,21,1856116
0,9,22,13196142
0,9,23,42694805
0,9,24,16749630
0,9,25,1278166
0,9,26,1517956
0,9,27,4995758
0,9,28,3640525
0,9,29,8178156
0,9,30,9571861
0,9,31,31481201
0,9,32,9011220
10,11,12,33018770
10,11,13,33018770
10,11,14,33018770
10,11,15,33018770
10,11,16,33238949
10,11,17,33018770
10,11,18,33330574
10,11,19,33380219
10,11,20,33171684
10,11,21,34214658
10,11,22,45554685
10,11,23,75053347
10,11,24,49108172
10,11,25,33636708
10,11,26,33876497
10,11,27,37354300
10,11,28,35999066
10,11,29,40536699
10,11,30,41930403
10,11,31,63839744
10,11,32,41369762
10,12,13,11682473
10,12,14,944912
10,12,15,962994
10,12,16,714930
10,12,17,946444
10,12,18,806555
10,12,19,856199
10,12,20,647664
10,12,21,1690639
10,12,22,13030665
10,12,23,42529328
10,12,24,16584152
10,12,25,1112689
10,12,26,1352478
10,12,27,4830281
10,12,28,3475047
10,12,29,8012679
10,12,30,9406383
10,12,31,31315724
10,12,32,8845742
10,13,14,11682473
10,13,15,11682473
10,13,16,11902652
10,13,17,11682473
10,13,18,11994277
10,13,19,12043921
10,13,20,11835386
10,13,21,12878361
10,13,22,24218387
10,13,23,53717050
10,13,24,27771875
10,13,25,12300411
10,13,26,12540201
10,13,27,16018003
10,13,28,14662770
10,13,29,19200401
10,13,30,20594106
10,13,31,42503448
10,13,32,20033465
10,14,15,1135519
10,14,16,887455
10,14,17,1118969
10,14,18,979080
10,14,19,1028724
10,14,20,820189
10,14,21,1863164
10,14,22,13203190
10,14,23,42701853
10,14,24,16756678
10,14,25,1285214
10,14,26,1525003
10,14,27,5002806
10,14,28,3647572
10,14,29,8185204
10,14,30,9578909
10,14,31,31488249
10,14,32,9018267
10,15,16,905536
10,15,17,1137051
10,15,18,997161
10,15,19,1046805
10,15,20,838270
10,15,21,1881245
10,15,22,13221271
10,15,23,42719934
10,15,24,16774758
10,15,25,1303295
10,15,26,1543085
10,15,27,5020887
10,15,28,3665654
10,15,29,8203285
10,15,30,9596989
10,15,31,31506331
10,15,32,9036349
10,16,17,888987
10,16,18,749250
10,16,19,798894
10,16,20,590359
10,16,21,1633334
10,16,22,12973360
10,16,23,42472023
10,16,24,16526847
