0,10,11,12,33428023
0,10,11,13,33428023
0,10,11,14,33428023
0,10,11,15,33428023
0,10,11,16,33648202
0,10,11,17,33428023
0,10,11,18,33739826
0,10,11,19,33789471
0,10,11,20,33580936
0,10,11,21,34623911
0,10,11,22,45963937
0,10,11,23,75462600
0,10,11,24,49517425
0,10,11,25,34045960
0,10,11,26,34285750
0,10,11,27,37763552
0,10,11,28,36408319
0,10,11,29,40945952
0,10,11,30,42339656
0,10,11,31,64248997
0,10,11,32,41779015
0,10,12,13,12091725
0,10,12,14,1354165
0,10,12,15,1372247
0,10,12,16,1124183
0,10,12,17,1355697
0,10,12,18,1215807
0,10,12,19,1265451
0,10,12,20,1056916
0,10,12,21,2099892
0,10,12,22,13439918
0,10,12,23,42938581
0,10,12,24,16993405
0,10,12,25,1521940
0,10,12,26,1761731
0,10,12,27,5239533
0,10,12,28,3884300
0,10,12,29,8421932
0,10,12,30,9815636
0,10,12,31,31724977
0,10,12,32,9254995
0,10,13,14,12091725
0,10,13,15,12091725
0,10,13,16,12311905
0,10,13,17,12091725
0,10,13,18,12403530
0,10,13,19,12453174
0,10,13,20,12244639
0,10,13,21,13287614
0,10,13,22,24627640
0,10,13,23,54126303
0,10,13,24,28181128
0,10,13,25,12709664
0,10,13,26,12949454
0,10,13,27,16427256
0,10,13,28,15072023
0,10,13,29,19609654
0,10,13,30,21003359
0,10,13,31,42912699
0,10,13,32,20442718
0,10,14,15,1544772
0,10,14,16,1296708
0,10,14,17,1528222
0,10,14,18,1388332
0,10,14,19,1437976
0,10,14,20,1229441
0,10,14,21,2272417
0,10,14,22,13612443
0,10,14,23,43111106
0,10,14,24,17165931
0,10,14,25,1694466
0,10,14,26,1934256
0,10,14,27,5412058
0,10,14,28,4056825
0,10,14,29,8594457
0,10,14,30,9988162
0,10,14,31,31897502
0,10,14,32,9427520
0,10,15,16,1314789
0,10,15,17,1546303
0,10,15,18,1406414
0,10,15,19,1456058
0,10,15,20,1247523
0,10,15,21,2290498
0,10,15,22,13630524
0,10,15,23,43129187
0,10,15,24,17184011
0,10,15,25,1712548
0,10,15,26,1952338
0,10,15,27,5430140
0,10,15,28,4074907
0,10,15,29,8612538
0,10,15,30,10006242
0,10,15,31,31915583
0,10,15,32,9445602
0,10,16,17,1298240
0,10,16,18,1158503
0,10,16,19,1208147
0,10,16,20,999612
0,10,16,21,2042587
0,10,16,22,13382613
0,10,16,23,42881276
0,10,16,24,16936100
0,10,16,25,1464636
0,10,16,26,1704426
0,10,16,27,5182229
0,10,16,28,3826995
0,10,16,29,8364627
0,10,16,30,9758331
0,10,16,31,31667672
0,10,16,32,9197691
0,10,17,18,1389864
0,10,17,19,1439508
0,10,17,20,1230973
0,10,17,21,2273948
0,10,17,22,13613975
0,10,17,23,43112637
0,10,17,24,17167462
0,10,17,25,1695998
0,10,17,26,1935788
0,10,17,27,5413590
0,10,17,28,4058357
0,10,17,29,8595989
0,10,17,30,9989693
0,10,17,31,31899034
0,10,17,32,9429052
0,10,18,19,1299924
0,10,18,20,1091236
0,10,18,21,2134364
0,10,18,22,13474391
0,10,18,23,42661096
0,10,18,24,17027877
0,10,18,25,1556413
0,10,18,26,1796203
0,10,18,27,5274006
0,10,18,28,3918619
0,10,18,29,8456252
0,10,18,30,9849956
0,10,18,31,31759297
0,10,18,32,9289468
0,10,19,20,1140880
0,10,19,21,2184008
0,10,19,22,13524035
0,10,19,23,42661096
0,10,19,24,17077522
0,10,19,25,1606058
0,10,19,26,1845848
0,10,19,27,5323650
0,10,19,28,3968264
0,10,19,29,8505896
0,10,19,30,9899601
0,10,19,31,31808941
0,10,19,32,9339112
0,10,20,21,1975321
0,10,20,22,13315347
0,10,20,23,42814010
0,10,20,24,16868835
0,10,20,25,1397370
0,10,20,26,1637160
0,10,20,27,5114962
0,10,20,28,3759729
0,10,20,29,8297361
0,10,20,30,9691066
0,10,20,31,31600407
0,10,20,32,9130424
0,10,21,22,14358475
0,10,21,23,42661096
0,10,21,24,17911962
0,10,21,25,2440497
0,10,21,26,2680287
0,10,21,27,6158090
0,10,21,28,4802703
0,10,21,29,9340336
0,10,21,30,10734040
0,10,21,31,32643381
0,10,21,32,10173552
0,10,22,23,42661096
0,10,22,24,29251988
0,10,22,25,13162433
0,10,22,26,14020314
0,10,22,27,17498117
0,10,22,28,16142731
0,10,22,29,20680362
0,10,22,30,22074066
0,10,22,31,43983407
0,10,22,32,21513578
0,10,23,24,42661096
0,10,23,25,42661096
0,10,23,26,43518976
0,10,23,27,42661096
0,10,23,28,45641392
0,10,23,29,50179025
0,10,23,30,51572729
0,10,23,31,73482070
0,10,23,32,42661096
0,10,24,25,17334011
0,10,24,26,17573801
0,10,24,27,16715921
0,10,24,28,19696217
0,10,24,29,24233849
0,10,24,30,25627554
0,10,24,31,47536895
0,10,24,32,16715921
0,10,25,26,2102337
0,10,25,27,5580139
0,10,25,28,4224753
0,10,25,29,8762386
0,10,25,30,10156090
0,10,25,31,32065431
0,10,25,32,9595602
0,10,26,27,5819929
0,10,26,28,4464543
0,10,26,29,9002176
0,10,26,30,10395879
0,10,26,31,32305221
0,10,26,32,9835392
0,10,27,28,7942345
0,10,27,29,12479978
0,10,27,30,13873682
0,10,27,31,35783023
0,10,27,32,8977511
0,10,28,29,11124897
0,10,28,30,12518601
0,10,28,31,31447494
0,10,28,32,11957808
0,10,29,30,17056233
0,10,29,31,31447494
0,10,29,32,16495440
0,10,30,31,31447494
0,10,30,32,17889143
0,10,31,32,39798485
0,11,12,13,33210756
0,11,12,14,33210756
0,11,12,15,33210756
0,11,12,16,33430934
0,11,12,17,33210756
0,11,12,18,33522559
0,11,12,19,33572204
0,11,12,20,33363669
0,11,12,21,34406644
0,11,12,22,45746670
0,11,12,23,75245333
0,11,12,24,49300157
0,11,12,25,33828693
0,11,12,26,34068483
0,11,12,27,37546285
0,11,12,28,36191052
0,11,12,29,40728684
0,11,12,30,42122388
0,11,12,31,64031730
0,11,12,32,41561748
0,11,13,14,33210756
0,11,13,15,33210756
0,11,13,16,33430934
0,11,13,17,33210756
0,11,13,18,33522559
0,11,13,19,33572204
0,11,13,20,33363669
0,11,13,21,34406644
0,11,13,22,45746670
0,11,13,23,75245333
0,11,13,24,49300157
0,11,13,25,33828693
0,11,13,26,34068483
0,11,13,27,37546285
0,11,13,28,36191052
0,11,13,29,40728684
0,11,13,30,42122388
0,11,13,31,64031730
0,11,13,32,41561748
0,11,14,15,33210756
0,11,14,16,33430934
0,11,14,17,33210756
0,11,14,18,33522559
0,11,14,19,33572204
0,11,14,20,33363669
0,11,14,21,34406644
0,11,14,22,45746670
0,11,14,23,75245333
0,11,14,24,49300157
0,11,14,25,33828693
0,11,14,26,34068483
0,11,14,27,37546285
0,11,14,28,36191052
0,11,14,29,40728684
0,11,14,30,42122388
0,11,14,31,64031730
0,11,14,32,41561748
0,11,15,16,33430934
0,11,15,17,33210756
0,11,15,18,33522559
0,11,15,19,33572204
0,11,15,20,33363669
0,11,15,21,34406644
0,11,15,22,45746670
0,11,15,23,75245333
0,11,15,24,49300157
0,11,15,25,33828693
0,11,15,26,34068483
0,11,15,27,37546285
0,11,15,28,36191052
0,11,15,29,40728684
0,11,15,30,42122388
0,11,15,31,64031730
0,11,15,32,41561748
0,11,16,17,33430934
0,11,16,18,33742739
0,11,16,19,33792383
0,11,16,20,33583849
0,11,16,21,34626823
0,11,16,22,45966849
0,11,16,23,75465512
0,11,16,24,49520337
0,11,16,25,34048873
0,11,16,26,34288663
0,11,16,27,37766465
0,11,16,28,36411232
0,11,16,29,40948863
0,11,16,30,42342568
0,11,16,31,64251909
0,11,16,32,41781927
0,11,17,18,33522559
0,11,17,19,33572204
0,11,17,20,33363669
0,11,17,21,34406644
0,11,17,22,45746670
0,11,17,23,75245333
0,11,17,24,49300157
0,11,17,25,33828693
0,11,17,26,34068483
0,11,17,27,37546285
0,11,17,28,36191052
0,11,17,29,40728684
0,11,17,30,42122388
0,11,17,31,64031730
0,11,17,32,41561748
0,11,18,19,33884160
0,11,18,20,33675473
