idx_run,connect_to_0,connect_to_1,connect_to_2,connect_to_3,connect_to_4,connect_to_5,connect_to_6,connect_to_7,connect_to_8,connect_to_9,connect_to_10,connect_to_11,connect_to_12,connect_to_13,connect_to_14,connect_to_15,connect_to_16,connect_to_17,connect_to_18,connect_to_19,connect_to_20,connect_to_21,connect_to_22,connect_to_23,connect_to_24,connect_to_25,connect_to_26,connect_to_27,connect_to_28,connect_to_29,connect_to_30,connect_to_31,connect_to_32
24,-2,-2,-1,-1,-2,-2,-2,-1,-2,-2,-1,-2,-2,-2,-1,-2,-2,14,-2,-1,-1,-2,-2,-1,-1,-2,24,-2,-1,-1,-2,-1,-1
25,-2,-2,-2,-2,-1,-2,-2,-2,4,-2,-2,-2,-2,-1,-2,-2,-2,-1,13,-2,-2,-2,-2,-2,-2,-1,-1,-2,-1,28,-1,-1,-2
26,-2,-1,-2,-2,-2,-1,-2,-2,-1,-1,-2,-2,-2,-2,-1,19,-1,-1,-1,18,17,-2,-2,-2,-2,-1,-1,-2,29,-1,-1,-1,-2
27,-2,-1,-2,-2,-1,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-1,22,-2,-2,-2,-2,-2,-2,-2,-2
28,6,-2,-2,-2,8,-2,8,-2,-1,-2,-2,-1,-2,-1,-2,-2,11,20,19,-1,-1,19,-2,-1,-2,-2,-1,-1,-1,-2,-1,-2,-2
29,-2,-2,-2,-2,-2,-2,-1,-2,-1,-1,-2,-2,-2,-1,-2,-1,-1,20,-2,-1,-1,19,-2,-1,-2,-2,28,-2,-1,-2,-2,-1,-2
30,-2,-1,3,-1,-1,-2,-2,-2,10,-1,-1,-2,-2,-2,-2,-1,-2,-1,-2,-1,-1,-2,-2,-1,-1,-1,-2,-1,-1,-2,-2,-2,-1
31,-1,-2,-2,-2,-2,-1,-2,-2,-2,-1,-2,-1,-2,-1,-1,-2,11,-1,-2,-2,17,-2,-2,-2,-2,-2,28,-2,-1,-1,-2,-2,-2
32,-1,0,-1,-2,8,-2,-2,-2,10,-1,-1,-2,-2,-2,-1,-2,-1,-2,21,-2,-2,-1,-2,-2,-2,-2,-1,-2,-2,-1,-2,-2,-1
33,-2,-2,-1,-2,-1,-2,-2,-2,-2,-1,-2,-1,-1,-2,-1,22,11,-1,-2,22,-1,19,-1,-1,-1,-2,-2,-2,29,-1,-2,-2,-2
34,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-1,-1,-1,-2,14,-2,-1,-2,19,-1,-2,22,-2,-2,-2,-1,-2,-1,-2,-1
35,-1,-1,-1,-2,-2,-1,-2,-2,-2,-1,-2,-2,15,-1,-1,19,-1,-2,-2,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1
36,-2,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-1,15,-1,-1,-1,-2,-2,-1,-1,-2,-1,-2,-2,-2,27,-2,-1,-1,-1,-1,-2,-2
37,-2,-1,-1,-2,-2,-1,-2,-2,-1,-2,-1,-2,-2,-1,-1,-2,-1,-2,16,-2,-1,-2,-2,-2,-2,-1,28,-2,-1,-2,-2,-1,-2
38,-2,-2,-2,-2,8,-2,8,-2,-1,-1,-2,-1,15,-1,-2,-1,-1,-2,15,-2,-1,-1,-1,-2,-1,-1,-1,-2,-1,-2,-2,-2,-2
39,8,-1,-2,-2,-1,-1,-2,-2,4,-1,-2,-1,-2,-2,-2,-1,11,-2,15,15,-1,-1,-2,-2,-2,-2,-2,-1,-2,-2,-1,-2,-1
40,-1,0,-2,-2,-1,0,-1,-2,-1,-1,-2,-1,-2,-2,-2,-1,-1,-1,-1,18,-1,-2,-2,-1,-2,-1,-1,-2,-2,-1,-2,-2,-1
41,-1,-1,-1,-2,-1,0,-1,-2,-1,-2,-1,-1,15,-2,-2,-1,-1,-1,-1,22,-1,-2,-1,-2,-1,-2,24,-1,-2,-2,-2,-2,-2
42,6,-1,3,6,-1,-2,4,-2,-1,-1,-1,-2,15,-2,-2,-1,-2,-2,-2,15,-2,19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1
43,-2,5,3,-1,-2,-1,-1,-2,-1,-2,-1,-2,-2,-1,-2,-2,-2,20,-2,-2,-1,-2,-2,-2,-1,27,-2,-1,-1,-1,-2,-1,-1
44,-2,-2,3,-1,-1,-2,-2,-1,4,-2,-2,-2,-2,-2,-2,-2,-1,22,-1,-1,-2,-2,-1,-2,-1,-2,-2,-2,-2,-1,-1,-2,-2
45,-1,0,-2,-2,-1,-2,8,-2,-1,-1,-2,-2,-1,-2,-1,-1,-2,-2,19,15,-2,-2,-2,-2,-1,-2,-2,-2,-1,-2,-2,-2,-2
46,-2,-1,3,6,3,-1,8,-1,7,-1,-1,-1,-1,-1,-1,-2,11,-2,-1,-1,-2,-1,-2,-1,-2,27,-1,-1,-2,-2,-1,-1,-1
47,-1,-1,-2,-2,-2,-1,8,-2,-1,-2,-1,-2,-2,-1,-2,-2,-1,-2,22,18,-2,19,-1,-2,-1,-2,-2,-1,-2,-2,-2,-2,-2
48,5,5,-2,-2,-2,-1,8,-2,-1,-2,-1,-1,-2,-2,-1,-2,-1,14,-2,-2,-2,-2,-2,-2,-1,27,24,-1,-1,-1,-2,-1,-1
49,-1,-1,-2,-2,8,0,4,-2,-1,-2,-2,-2,-2,-2,-2,-2,-1,-1,19,-1,17,-2,-1,-2,-2,-2,28,-1,-1,-2,-2,-2,-1
50,-1,-2,-1,-1,-1,0,8,-1,-1,-1,-2,-2,-1,-1,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-1,-2,-1,-1,-2,-2,-1,-2
51,-1,0,-1,-2,7,-1,-1,-1,6,-1,-2,-2,15,-1,-1,19,-1,-2,-2,-1,-2,-2,-1,-1,-1,-1,-2,-2,-2,-2,-2,-1,-1
52,-1,0,-1,-2,-1,-2,-2,-1,-1,-2,-1,-2,-2,-2,-2,-2,-1,-1,16,-1,17,-2,-2,-2,-2,-1,-1,-2,-1,28,-2,-2,-2
53,-1,-2,-2,-2,6,0,-1,-2,4,-1,-2,-2,15,-2,-1,22,-2,-2,-2,-1,-2,-2,-1,-2,22,-1,-2,-2,-2,-2,-2,-2,-1
54,5,-2,-1,-1,3,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-2,-1,-1,-1,-2,-2,-2,-2,-2,-1,-2,-2
55,-1,-1,3,-1,-1,0,4,-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-1,-2,22,-2,-2,-1,-1,22,-1,-2,-1,-2,-2,-2,-2,-2
56,6,-2,-1,-2,-2,-2,-1,-1,-2,-2,-1,-2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-2,-1,-2,29,-1,-2,-1,-2
57,-2,-1,-2,-2,7,-2,-2,-1,-2,-1,-2,-1,-2,-1,-1,22,-1,-2,-2,-2,-2,-2,-1,-2,-1,-2,24,-2,-2,-2,-2,-2,-2
58,-2,-2,-2,-2,-2,-1,-2,-2,-2,-1,-2,-2,-2,-1,-2,-2,-1,-1,-2,-1,17,-1,-2,-1,-2,-2,-1,-2,29,-1,-2,-2,-2
59,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-2,-2,-2,-2,-1,-2,-2,-2,-1,-1,-2,24,-2,-2,-2,-2,-2,-1
60,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-2,-2,14,-1,-1,-2,-2,-2,-1,-1,-2,-1,-2,-1,-1,-2,-2,-2
61,-1,0,-1,-2,-2,-2,-1,-1,6,-1,-1,-2,-2,-2,-2,-1,-2,15,21,-1,-1,19,-2,-1,-2,-1,29,-1,-2,-1,-2,-1,-1
62,-2,-2,-2,-2,7,-2,-1,-1,-2,-2,-2,-1,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-1,-2,-2,-2,-2,-2,-2,-2
63,-2,-2,-2,-2,8,-2,-1,-2,-1,-2,-2,-2,15,-1,-2,-1,-2,-2,-2,15,-2,-2,-2,-2,-2,-1,28,-2,29,-1,-2,-1,-2
64,-2,-1,-1,-2,-2,-2,-1,-1,-1,-1,-2,-2,-2,-2,-2,-1,-2,-1,15,-2,-2,-2,-1,-2,22,-1,-2,-2,-2,-2,-2,-2,-1
65,-2,-1,-1,-2,-1,-2,4,-1,4,-2,-2,-2,-1,-2,-2,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,29,-2,-2,-1,-1,-2,-1
66,-2,-1,-2,-2,-1,-2,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,20,-2,-2,-1,-2,-2,-2,-1,-1,-2,-2,-1,-1,-1,-1,-1
67,-1,0,-1,-2,-2,0,-1,-1,-2,-1,-2,-2,-2,-1,-1,-1,-1,-1,13,-1,17,-2,-1,-2,-2,27,-2,-1,-1,-1,-2,-1,-1
68,6,-2,-2,-2,8,-2,-1,-2,6,-2,-2,-2,-1,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
69,-2,-2,-1,-2,-1,-2,4,-1,-2,-2,-1,-2,-1,-1,-1,-2,-2,-2,-1,22,-2,-2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2
70,-2,-2,3,-1,-1,-2,4,-1,-2,-2,-1,-2,-2,-1,-2,-2,-2,20,-2,22,-1,-2,-1,-2,-1,-1,-2,-2,29,-1,-2,-2,-2
71,-2,-2,-1,-1,-2,-2,-1,-2,-2,-2,-2,-2,-1,-2,-1,-1,-2,-2,15,15,-1,-2,-2,-2,-1,27,-2,-1,-2,-2,-2,-2,-2
72,-1,-1,-1,-2,-2,0,-2,-1,7,-2,-2,-2,15,-1,-2,19,-2,15,-1,-1,-2,-1,-2,-2,-1,-2,-2,-2,-1,-2,-2,-2,-2
73,-1,-1,-1,-1,-2,0,-1,-2,-1,-1,-1,-2,-2,-2,-2,-1,-2,-1,-2,15,17,-1,-1,-2,22,-2,-2,-2,-2,-2,-2,-2,-1
74,-1,-1,-1,-2,-1,-1,-2,-2,-1,-1,-2,-2,-1,-1,-2,-1,-2,15,15,15,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
75,5,-2,-1,-2,-2,-1,-2,-2,-2,-1,-2,-2,15,-2,-2,-1,-1,-1,-1,-1,17,-2,-1,-2,-2,-2,28,-2,29,-1,-1,-2,-1
76,5,5,-2,-2,-2,-1,-2,-2,-2,-1,-2,-2,-2,-2,-2,-1,-1,15,-2,-1,17,-1,-2,-2,-1,-2,-2,-1,-2,-2,-2,-1,-1
77,-1,0,-2,-2,8,0,-2,-2,-1,-2,-2,-1,-2,-2,-2,-2,-1,-2,16,-2,-2,-2,-2,-1,-2,-1,29,-1,-1,-1,-1,-1,-1
78,-2,-1,3,-1,-2,-2,-1,-1,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,13,-2,-2,-2,-2,-1,-2,-1,29,-2,-2,-1,-2,-2,-2
79,-1,-2,-2,-2,-2,-1,-2,-2,-2,-1,-1,-2,-2,-2,-2,-2,-1,-2,-1,18,-1,19,-2,-2,-2,-2,-1,-2,29,-1,-1,-2,-2
80,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-2,-2,-2,-1,22,-2,14,22,22,-1,19,-1,-1,22,-2,-1,-1,-2,-2,-2,-1,-2
81,6,-2,-2,-2,-1,-2,-1,-2,-1,-2,-2,-2,-2,-2,-2,-2,-1,-1,16,-2,-2,-2,-2,-2,-2,-2,28,-2,-1,-1,-2,-1,-2
82,-2,-2,3,-1,-1,-1,4,-2,4,-1,-1,-2,15,-2,-2,-1,-2,-2,15,-2,-2,-2,-1,-2,-2,-1,-2,-1,-2,-2,-2,-2,-2
83,-2,-1,-2,-2,-1,-1,-1,-1,-2,-2,-2,-2,-1,-2,-2,-2,-1,-2,-1,-2,-2,-1,-1,-2,22,27,-1,-1,-1,-2,-2,-2,-2
84,5,5,-1,-2,6,-1,-1,-2,-2,-1,-1,-1,-1,-2,-1,-1,11,-1,-1,-2,-2,-2,-2,-1,-1,-1,-1,-1,-2,-2,-2,-1,-2
85,-1,-2,-2,-2,-1,0,-2,-2,-1,-2,-1,-2,-2,-2,-1,-1,-2,-1,-2,-1,17,-2,-2,-2,-2,-2,-1,-2,29,-1,-1,-1,-2
86,-1,0,-2,-1,-2,-1,-1,-2,6,-2,-1,-2,-2,-1,-2,-2,-2,-1,-1,18,17,-2,-2,-2,-2,-2,28,-2,-1,28,-2,-2,-1
87,-2,5,-2,-2,6,-1,-1,-2,-2,-2,-1,-2,-1,-1,-2,-1,-1,-2,16,-2,-1,-2,-1,-1,-1,27,29,-1,-1,28,-2,-2,-2
88,-1,0,-2,-1,8,-2,8,-2,-1,-2,-2,-2,-2,-2,-1,-2,-2,-1,-1,18,-2,-2,-1,-2,-1,-1,-1,-2,-2,-1,-1,-2,-2
89,-2,5,-1,-2,-2,-1,-2,-1,-1,-2,-1,-2,-2,-2,-2,-2,-1,-2,-1,18,-2,-2,-2,-1,-2,-1,-2,-1,-2,-2,-2,-2,-2
90,-1,-2,-1,-1,-1,0,8,-2,10,-2,-1,-2,-1,-2,-1,-1,-1,-2,16,-2,-1,-2,-1,-2,-2,-2,-2,-2,29,-1,-2,-1,-2
91,6,-2,-2,-1,-2,-2,-1,-2,6,-2,-2,-1,15,-2,-1,-1,-2,-1,15,-2,-1,-2,-2,-1,-2,-2,-2,-2,-1,-1,-1,-1,-2
92,-1,0,3,-1,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-2,12,-1,15,-1,-1,-2,-2,-2,-2,-2,-1,29,-2,29,-1,-2,-1,-2
93,-2,-2,-1,-1,3,-2,-1,-1,10,-1,-1,-2,-2,-2,-2,-2,-2,22,-1,-2,-2,-2,-1,-2,22,-1,29,-1,-2,-1,-2,-2,-1
94,5,5,-1,-1,-2,-1,-1,-1,-2,-1,-1,-2,-2,-1,-1,-2,-2,-2,-1,18,-1,19,-2,-2,-2,-2,-2,-2,-1,28,-1,-2,-2
95,-1,-1,-2,-2,-1,-2,-2,-1,-2,-2,-1,-2,-2,-2,-2,-2,-1,-2,-2,22,-2,19,-1,-2,22,-2,-2,-2,-2,-2,-2,-1,-2
96,-2,-2,-2,-2,-1,-2,-1,-2,10,-2,-1,-2,-2,-1,-2,-2,-2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-1,-2,-2
97,-2,-2,-1,-2,-1,-2,8,-1,-1,-1,-2,-2,-2,-1,-2,-1,-1,-1,13,-2,17,-1,-2,-2,-2,-2,-1,-1,-2,-2,-2,-2,-2
98,8,-1,-2,-1,-1,0,-2,-2,4,-2,-2,-2,-1,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-1,28,-1,-2,-1
99,6,-2,-2,-1,-2,-2,-1,-2,6,-2,-2,-2,-2,-1,-1,-1,-2,15,-2,-1,-1,19,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-1
100,-2,-2,-2,-1,3,-2,4,-2,-2,-1,-2,-2,-1,-1,-2,12,-2,-2,13,-2,-2,-1,-2,-2,-2,-2,-2,-2,29,-1,-1,-2,-2
101,-1,-1,3,-1,-1,0,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-1,-1,-2,22,-2,-2,-1,-1,22,-1,-2,-1,-2,-2,-2,-2,-2
102,-2,5,-2,-2,-2,-1,-2,-2,-1,-1,-2,-2,-2,-2,-1,19,-1,-1,-1,18,17,-2,-2,-2,-1,-1,-1,-2,29,-1,-2,-1,-2
103,-2,-1,3,-1,-2,-1,-1,-2,-1,-2,-2,-2,-2,-1,-2,-2,-2,20,-2,-2,-1,-2,-1,-2,-2,27,-2,-1,-1,-1,-1,-1,-1
104,-2,-2,-1,-2,-2,-2,-1,-2,-2,-2,-2,-2,-1,-2,-1,-1,-2,-1,15,15,-1,-2,-2,-2,-1,27,-2,-1,-2,-2,-2,-1,-2
105,6,-2,-1,-1,-2,-2,-1,-1,-2,-2,-1,-2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-2,28,-2,29,-1,-2,-1,-2
106,-1,5,-1,-1,-1,0,8,-2,4,-2,-1,-2,-1,-2,-1,-1,-1,-2,16,-2,-1,-2,-1,-2,-2,-2,29,-2,29,-1,-2,-1,-2
107,-2,-2,-2,-2,-2,-2,-1,-2,-1,-1,-2,-2,-2,-1,-1,-1,-1,20,-2,-1,-1,19,-2,-1,-2,-2,28,-2,-1,-2,-2,-1,-2
108,-2,-1,3,-1,-2,-1,-1,-1,-1,-2,-2,-2,-2,-1,-2,-2,-1,-2,13,-2,-2,-2,-1,-2,-2,-1,29,-2,-2,-1,-2,-2,-2
109,-1,-1,-2,-2,8,0,4,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-1,19,-1,17,-2,-2,-1,-2,-2,28,-1,-1,-2,-2,-2,-1
110,-2,-2,-2,-1,-2,-2,-1,-2,6,-2,-2,-2,15,-1,-1,-1,-2,15,-2,-1,-1,19,-2,-2,-2,-1,-2,-2,-2,-1,-1,-2,-1
111,6,-1,-2,6,-1,-2,4,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,20,-2,-2,-1,-2,-2,-1,-1,-2,-2,-2,-1,-2,-1,-1,-2
112,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-2,-2,-1,-1,-2,-1,-1,20,-2,-1,-1,19,-2,-1,-2,-2,28,-2,-1,-2,-2,-1,-2
113,8,-1,-2,-1,-1,0,-2,-2,4,-2,-2,-2,-1,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-1,28,-1,-2,-1
114,5,0,-2,-2,-2,-1,8,-2,-1,-2,-1,-1,-1,-1,-1,-2,-1,14,-2,-2,-2,-2,-2,-1,-1,27,28,-1,-1,-1,-2,-1,-2
115,-2,-1,-2,-2,-2,-2,-2,-2,-2,-1,-2,-1,-1,-2,-2,12,11,-2,-1,-1,-2,19,-1,-2,-1,-1,-1,-2,29,-1,-2,-1,-1
116,-1,0,-1,-2,-1,-2,4,-1,-2,-2,-2,-1,-1,-2,-1,12,11,-1,21,-1,-1,-1,-2,-2,-1,-1,24,-2,-2,-2,-1,-2,-2
117,-2,-2,3,-1,-1,-2,4,-1,-2,-2,-1,-2,-2,-1,-2,19,-2,20,-2,22,-1,-2,-1,-2,-1,-1,-1,-2,29,-1,-2,-2,-2
118,-1,0,-1,-2,-2,-2,-1,-1,6,-1,-1,-2,-2,-2,-2,-1,-2,15,21,-1,-2,19,-2,-1,-1,-2,29,-1,-1,-1,-2,-1,-1
119,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-2,-2,14,-1,-1,-1,-2,-2,-1,-2,-1,29,-2,-2,-1,-2,-2,-2
120,-2,5,-2,-2,6,-1,-1,-2,-2,-2,-1,-2,-1,-2,-2,12,-1,-2,16,-2,-1,-2,-1,-1,22,27,28,-1,-1,28,-2,-2,-2
121,-2,-2,-2,-2,8,-2,-2,-2,-1,-1,-2,-1,15,-1,-2,-1,-1,-2,15,18,-1,-1,-1,-2,-1,-2,-1,-2,-1,-2,-2,-2,-1
122,-2,-1,-2,-2,-1,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-1,-1,22,-2,-2,-2,-2,-2,-2,-2,-2
123,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-2,-2,-2,13,-1,-2,-1,-2,-1,-1,-2,24,-2,-2,-2,-2,-1,-1
124,6,-2,-1,-1,3,-2,-1,-2,-2,-2,-1,-2,15,-2,-1,-1,-2,-2,19,-1,-2,19,-2,-2,-2,-1,-2,-2,-1,28,-1,-2,-1
125,-1,-2,-2,-1,-2,-2,-1,-2,6,-2,-2,-2,-1,-2,-1,-1,-2,-1,15,-2,-1,-2,-2,-1,-2,-2,-2,-2,-1,-1,-2,-1,-2
126,-2,-2,-2,-2,8,-2,8,-2,-1,-2,-2,-1,-2,-1,-2,-1,11,20,19,-1,-1,-1,-2,-1,-2,27,-2,-1,-1,-2,-1,-2,-2
127,6,5,-2,-2,6,-1,-1,-2,-1,-2,-1,-2,-1,-1,-2,-2,-1,-2,16,-2,-1,-2,-1,-1,-1,-2,-1,-1,-1,28,-2,-2,-2
128,-1,-2,-1,-2,-2,0,-1,-1,-2,-2,-2,-2,-2,-1,-1,19,-1,-2,13,-1,-2,-2,-1,-2,-2,27,-2,-1,-1,-1,-2,-1,-1
129,-2,-1,-1,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-2,-2,14,-1,18,17,-2,-2,-1,-1,-2,-1,-2,-1,-1,-2,-2,-2
130,5,5,-2,-2,-2,-1,8,-2,-1,-2,-1,-1,-2,-2,-1,-2,-1,-2,-2,-2,-2,-2,-2,-2,-1,27,24,-1,-1,-1,-2,-1,-1
131,-1,-2,-1,-2,-1,-2,-2,-1,-2,-2,-2,-2,-2,-1,-1,-1,-2,14,13,-2,-2,-2,-2,-1,-1,-2,24,-1,-2,-2,-2,-2,-1
132,-2,-1,-1,-2,-2,-2,-1,-1,-1,-1,-2,-2,-2,-2,-2,-1,-2,-1,15,-2,-2,-2,-1,-2,22,-1,-2,-2,-2,-2,-2,-2,-2
133,-2,5,3,-1,-2,-1,8,-2,-1,-2,-2,-2,-1,-1,-2,-2,-2,-2,13,-2,-1,-2,-2,-2,-1,-1,-2,-2,-1,-2,-1,-2,-1
134,-2,-1,-1,-2,-2,-2,-1,-1,-1,-1,-2,-2,-2,-2,-2,-1,-1,-1,15,18,-2,-2,-1,-2,22,-1,-2,-2,-2,-2,-2,-2,-1
135,-1,0,-2,-2,-1,0,-2,-2,-1,-1,-2,-1,-2,-2,-2,-1,-2,-1,-1,-2,-1,-2,-2,-1,-2,-1,-2,-2,-2,-1,-2,-2,-1
136,5,0,-1,-1,6,-1,-1,-2,-2,-1,-1,-1,-1,-2,-1,-1,11,-1,15,-2,-2,-2,-2,-1,-1,-1,-1,-1,-2,-2,-1,-1,-2
137,-1,-2,-2,-2,-1,-2,4,-2,6,-2,-2,-1,15,-2,-1,-1,-2,-1,-1,-2,-1,-2,-2,-1,-2,-2,-2,-2,-1,-1,-2,-1,-2
138,-2,-1,-2,-2,-1,-2,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,20,-2,21,-1,-1,-2,-2,-1,-1,-2,-2,-1,-2,-1,-1,-1
