Total population supplied (inhab),Benefit wastewater (Total with PV summed),Total benefit reclaimed wastewater (total PV),Total benefit freshwater management (total PV),Total benefits of energy savings (total PV),Total benefits of environmental savings (total PV),Total benefits  (ILS),Total costs with wastewater (ILS PV),Total costs with reclaimed ww management (ILS),Total costs with costs freshwater in the buffer (ILS),Total costs (ILS),Costs - benefits (ILS),Coverage (region),Coverage (town),Benefits/costs,Onsite construction costs ,Onsite OeM costs (year) ,Onsite OeM costs (total) ,Benefits onsite treatment (connection fee) ,Benefits onsite treatment (sanitation fee) ,Population supplied with onsite treatment (inhabitants),Total wastewater pumping costs (ILS PV),Total land purchase costs at each WWPS (ILS) ,Centralization degree Eggiman,Centralization degree Huang,Number activated,Number WWTP,Number WWPS,idx_evaluation
26880.583149999984,15448916.684356196,28118936.69102194,17001.478212538514,21137259.939880103,18034228.38314597,119682862.91879544,93541719.04152611,7231338.618639725,50881.04452386906,192224563.1411137,72541700.22231826,0.3165587134193015,0.3165587134193015,0.6226200281747303,19890828.355846778,7020292.360887098,70759155.13439395,14508604.212500004,22417915.529678687,58034.416850000016,750640.9461832773,0.0,0.9982348053996701,0.30130007938446896,12,7,5,0
51973.95095999999,27780361.771615922,47797741.868357316,1783932.0029979444,38775297.65621278,30655333.8956035,167752614.13192356,104917792.47768547,15206667.365021417,6729911.16079333,179042889.92498,11290275.793056458,0.6120703169051402,0.6120703169051402,0.936940943045618,11290278.904838715,3984804.3193548406,40163767.05112079,8235262.2600000035,12724684.677136088,32941.04904000001,734472.9655202974,0.0,0.9985618699158405,0.29219876452434745,14,11,3,1
23084.311910000008,12363084.528114814,21306118.409313004,10774.11083483957,15646842.290374646,13664791.438382687,102333646.90584303,65463938.84345845,5165134.137880353,27148.69887329164,167364892.9175892,65031246.01174615,0.2718519921097569,0.2718519921097569,0.6114403392605899,21191969.708266128,7479518.720564515,75387804.13585964,15457672.022499999,23884364.106323052,61830.688089999996,128897.39325132874,0.0,0.9978759216739503,0.45430755652264526,9,7,2,2
50901.04865999999,27331243.98480559,47201937.90676597,1472940.4808515857,34992192.22209176,30273211.881780975,162914146.73234856,139133141.8063268,13437180.06504056,5536271.846877111,211436986.0304136,48522839.29806504,0.5994353018901254,0.5994353018901254,0.7705092178570622,11658007.515725808,4114590.8879032265,41471915.980849326,8503487.835,13139132.421052685,34013.95134000001,200468.81559400025,0.0,0.9984735022030432,0.2832124071599496,14,11,3,3
59018.68140999999,31814014.60735506,55119477.313458025,1219695.6479387016,43418264.643939845,35351167.547808446,183400099.35911492,161888569.795845,17284813.141685225,4615397.162395359,224904036.54997337,41503937.19085845,0.6950324608137548,0.6950324608137548,0.8154593495629131,8875754.35544355,3132619.1842741943,31574395.40153663,6474079.647500002,10003399.951114837,25896.31859000001,665106.6930675989,0.0,0.9988529963254384,0.229826280836029,15,10,5,4
16381.86762,9138849.63637891,16268357.724089887,1784616.4191314692,9006907.501100285,10433797.047120528,90239239.71021374,99371150.63622297,9459893.78236051,6724233.249430918,223186421.3226608,132947181.61244707,0.19292077512806927,0.19292077512806927,0.4043222664507658,23489178.436693545,8290298.271774192,83559839.30115728,17133283.095,26473428.28739266,68533.13238,582125.9167955476,0.0,0.9968056417844643,0.2474639374669297,13,8,5,5
49546.42525000001,25797119.20231565,43409829.209374875,136676.00884316047,33785369.10582811,27841122.964126404,153474665.42279297,138803321.3789577,11664124.380200606,496695.94354228524,206433468.74002787,52958803.3172349,0.5834826031914269,0.5834826031914269,0.7434582500576561,12122293.765120964,4278456.62298387,43123556.73506965,8842143.687499998,13662405.24480477,35368.57474999999,223476.53713670184,0.0,0.9983527043009621,0.20982604266978663,13,11,2,6
53398.93646,28553906.478811424,49145576.644441165,1221649.0447129288,36373234.13707133,31519774.83950319,166867388.95288032,154098788.69186157,12273147.414504312,4620559.191229588,221802789.85009342,54935400.8972131,0.6288516335158688,0.6288516335158688,0.7523232194944821,10801876.616532259,3812427.041129032,38426336.47920038,7879015.885000001,12174231.923340265,31516.063540000003,1582081.4567653139,0.0,0.9984956851128165,0.27634541226039927,20,11,9,7
68888.01376999999,36856946.018281676,63465650.89808506,1727570.9319342764,50260875.049936436,40704030.0050365,203212828.91690606,174374532.31810594,19176578.140043546,6530180.218876758,225325265.17335036,22112436.256444305,0.8112584793028321,0.8112584793028321,0.9018643726462168,5493120.280443552,1938748.3342741947,19541094.173764683,4006746.557500002,6191009.456132127,16026.98623000001,209760.04211588332,0.0,0.9982345191354183,0.332814977672182,19,17,2,8
56858.75498,29826015.95422496,50513109.04780339,369951.7362639225,40876198.61686139,32396848.960569136,171833936.08287132,104108283.34682949,12827142.139100093,1409877.0710859965,162379670.36487868,-9454265.717992634,0.6695961253017724,0.6695961253017724,1.05822321043483,9616051.720564516,3393900.6072580647,34207911.47070425,7014061.255000001,10837750.512148522,28056.245020000002,210404.61659434522,0.0,0.9984614948075069,0.5304348495282302,14,12,2,9
