radius,population__town_0,population__town_1,population__town_2,population__town_3
0.0,0.0,0.0,0.0,0.0
5.025125628140704,0.0,0.0,0.0,0.0
10.050251256281408,0.0,0.0,0.0,0.0
15.075376884422113,0.0,0.0,0.0,0.0
20.100502512562816,0.0,0.0,0.0,0.0
25.12562814070352,0.0,0.0,0.0,0.0
30.150753768844226,0.0,0.0,0.0,0.0
35.175879396984925,0.0,0.0,0.0,0.0
40.20100502512563,0.0,0.0,0.0,0.0
45.22613065326634,0.0,0.0,0.0,0.0
50.25125628140704,0.0,0.0,0.0,0.0
55.276381909547744,0.0,0.0,0.0,0.0
60.30150753768845,0.0,0.0,0.0,0.0
65.32663316582915,0.0,0.0,0.0,17.31443
70.35175879396985,0.0,0.0,0.0,17.31443
75.37688442211056,0.0,0.0,0.0,26.89497
80.40201005025126,0.0,0.0,0.0,26.89497
85.42713567839196,0.0,0.0,0.0,41.92459
90.45226130653268,0.0,0.0,0.0,41.92459
95.47738693467338,0.0,0.0,0.0,41.92459
100.50251256281408,0.0,0.0,0.0,49.25434
105.52763819095479,0.0,0.0,0.0,64.86739
110.55276381909549,0.0,0.0,0.0,104.55642
115.57788944723619,0.0,0.0,0.0,104.55642
120.6030150753769,0.0,0.0,0.0,104.55642
125.6281407035176,0.0,0.0,0.0,104.55642
130.6532663316583,0.0,0.0,0.0,151.78252
135.678391959799,0.0,0.0,0.0,151.78252
140.7035175879397,0.0,0.0,0.0,169.60795
145.72864321608043,0.0,0.0,0.0,184.48806
150.75376884422113,0.0,0.0,0.0,199.19021
155.77889447236183,0.0,0.0,0.0,199.19021
160.80402010050253,0.0,0.0,0.0,234.01141999999996
165.82914572864323,0.0,0.0,0.0,267.68251
170.85427135678393,0.0,0.0,0.0,267.68251
175.87939698492463,0.0,0.0,0.0,283.68979
180.90452261306535,0.0,0.0,0.0,283.68979
185.92964824120605,0.0,0.0,0.0,284.99775
190.95477386934675,0.0,0.0,0.0,372.74045000000007
195.97989949748745,0.0,0.0,0.0,406.2610600000001
201.00502512562815,0.0,0.0,0.0,420.1179300000001
206.03015075376885,0.0,0.0,0.0,427.4778900000001
211.05527638190958,0.0,0.0,0.0,427.4778900000001
216.08040201005028,0.0,0.0,0.0,515.0377300000001
221.10552763819098,0.0,0.0,0.0,524.5038000000002
226.13065326633168,0.0,0.0,0.0,533.1477500000002
231.15577889447238,0.0,0.0,0.0,601.0229700000001
236.18090452261308,0.0,0.0,0.0,601.0229700000001
241.2060301507538,0.0,0.0,0.0,609.7848500000001
246.2311557788945,0.0,0.0,0.0,648.48098
251.2562814070352,0.0,0.0,0.0,657.24078
256.2814070351759,0.0,0.0,0.0,699.2710699999999
261.3065326633166,0.0,0.0,0.0,699.2710699999999
266.3316582914573,0.0,0.0,0.0,719.5016399999998
271.356783919598,0.0,0.0,0.0,739.16469
276.3819095477387,0.0,0.0,0.0,823.7757399999998
281.4070351758794,0.0,0.0,0.0,823.7757399999998
286.4321608040201,0.0,0.0,0.0,831.0664099999999
291.45728643216086,0.0,0.0,0.0,856.0212099999997
296.48241206030156,0.0,0.0,0.0,856.0212099999997
301.50753768844226,0.0,0.0,0.0,862.5938199999996
306.53266331658295,0.0,0.0,0.0,906.0730699999997
311.55778894472365,0.0,0.0,0.0,939.0232399999998
316.58291457286435,0.0,0.0,0.0,979.0109499999999
321.60804020100505,0.0,0.0,0.0,986.0886299999997
326.63316582914575,0.0,0.0,0.0,1007.8645099999999
331.65829145728645,0.0,0.0,0.0,1052.9001599999997
336.68341708542715,0.0,0.0,0.0,1070.5491499999996
341.70854271356785,0.0,0.0,0.0,1112.84838
346.73366834170855,0.0,0.0,0.0,1134.49624
351.75879396984925,0.0,0.0,0.0,1146.01296
356.78391959799,0.0,0.0,0.0,1177.5166800000002
361.8090452261307,0.0,0.0,0.0,1205.2140600000002
366.8341708542714,0.0,0.0,0.0,1247.1525600000002
371.8592964824121,0.0,0.0,0.0,1247.1525600000002
376.8844221105528,0.0,0.0,0.0,1256.58164
381.9095477386935,0.0,0.0,0.0,1259.88155
386.9346733668342,0.0,0.0,0.0,1268.2523500000002
391.9597989949749,0.0,0.0,0.0,1286.0770700000003
396.9849246231156,0.0,0.0,0.0,1319.8903700000005
402.0100502512563,0.0,0.0,0.0,1319.8903700000005
407.035175879397,0.0,0.0,0.0,1319.8903700000005
412.0603015075377,0.0,0.0,0.0,1333.3571300000006
417.0854271356784,0.0,0.0,0.0,1333.3571300000006
422.11055276381916,0.0,0.0,0.0,1372.1014200000004
427.13567839195986,0.0,0.0,0.0,1376.9581600000004
432.16080402010056,0.0,0.0,0.0,1399.4298200000005
437.18592964824126,0.0,0.0,0.0,1418.6719200000005
442.21105527638196,0.0,0.0,0.0,1418.6719200000005
447.23618090452266,0.0,0.0,0.0,1439.2027100000007
452.26130653266335,0.0,0.0,0.0,1463.3680900000006
457.28643216080405,0.0,0.0,0.0,1482.3037300000008
462.31155778894475,0.0,0.0,0.0,1482.3037300000008
467.33668341708545,0.0,0.0,0.0,1498.6851100000008
