radius,population__town_0,population__town_1,population__town_2,population__town_3
0.0,0.0,0.0,0.0,0.0
5.025125628140704,0.0,0.0,0.0,0.0
10.050251256281408,0.0,0.0,0.0,0.0
15.075376884422113,35.06335,0.0,0.0,0.0
20.100502512562816,35.06335,0.0,0.0,0.0
25.12562814070352,35.06335,0.0,0.0,0.0
30.150753768844226,35.06335,0.0,0.0,0.0
35.175879396984925,35.06335,0.0,0.0,0.0
40.20100502512563,35.06335,0.0,0.0,0.0
45.22613065326634,48.89548,0.0,0.0,0.0
50.25125628140704,48.89548,0.0,0.0,0.0
55.276381909547744,48.89548,0.0,0.0,0.0
60.30150753768845,48.89548,0.0,0.0,0.0
65.32663316582915,48.89548,0.0,0.0,0.0
70.35175879396985,48.89548,0.0,0.0,0.0
75.37688442211056,57.11852,0.0,0.0,0.0
80.40201005025126,57.11852,0.0,0.0,0.0
85.42713567839196,115.53756,0.0,0.0,0.0
90.45226130653268,115.53756,0.0,0.0,0.0
95.47738693467338,115.53756,0.0,0.0,0.0
100.50251256281408,129.58358,0.0,0.0,0.0
105.52763819095479,129.58358,0.0,0.0,0.0
110.55276381909549,129.58358,0.0,0.0,0.0
115.57788944723619,129.58358,0.0,0.0,0.0
120.6030150753769,129.58358,0.0,0.0,0.0
125.6281407035176,129.58358,0.0,0.0,0.0
130.6532663316583,149.13055,0.0,0.0,0.0
135.678391959799,149.13055,0.0,0.0,0.0
140.7035175879397,149.13055,0.0,0.0,0.0
145.72864321608043,149.13055,0.0,0.0,0.0
150.75376884422113,176.43747000000002,0.0,0.0,0.0
155.77889447236183,176.43747000000002,0.0,0.0,0.0
160.80402010050253,208.83292999999998,0.0,0.0,0.0
165.82914572864323,228.33497999999997,0.0,0.0,0.0
170.85427135678393,228.33497999999997,0.0,0.0,0.0
175.87939698492463,228.33497999999997,0.0,0.0,0.0
180.90452261306535,228.33497999999997,0.0,0.0,0.0
185.92964824120605,228.33497999999997,0.0,0.0,0.0
190.95477386934675,289.31856000000005,0.0,0.0,0.0
195.97989949748745,289.31856000000005,0.0,0.0,0.0
201.00502512562815,289.31856000000005,0.0,0.0,0.0
206.03015075376885,289.31856000000005,0.0,0.0,0.0
211.05527638190958,289.31856000000005,0.0,0.0,0.0
216.08040201005028,323.34294000000006,0.0,0.0,0.0
221.10552763819098,344.51978,0.0,0.0,0.0
226.13065326633168,359.69444,0.0,0.0,0.0
231.15577889447238,416.86501,0.0,0.0,0.0
236.18090452261308,416.86501,0.0,0.0,0.0
241.2060301507538,433.55976,0.0,0.0,0.0
246.2311557788945,446.74507,0.0,1.47752,0.0
251.2562814070352,463.84328999999997,0.0,1.47752,0.0
256.2814070351759,463.84328999999997,0.0,1.47752,0.0
261.3065326633166,463.84328999999997,0.0,1.47752,0.0
266.3316582914573,463.84328999999997,0.0,1.47752,0.0
271.356783919598,466.31163,0.0,6.97627,0.0
276.3819095477387,466.31163,0.0,6.97627,0.0
281.4070351758794,466.31163,0.0,6.97627,0.0
286.4321608040201,477.14053000000007,0.0,29.908839999999998,0.0
291.45728643216086,520.96388,0.0,29.908839999999998,0.0
296.48241206030156,520.96388,0.0,29.908839999999998,0.0
301.50753768844226,520.96388,0.0,59.067359999999994,0.0
306.53266331658295,520.96388,0.0,65.95170999999999,0.0
311.55778894472365,529.30082,0.0,76.66622,0.0
316.58291457286435,529.30082,0.0,83.87821,0.0
321.60804020100505,539.92424,0.0,89.45796999999999,0.0
326.63316582914575,539.92424,0.0,112.39373999999998,0.0
331.65829145728645,614.7324,0.0,127.87389999999999,0.0
336.68341708542715,634.11565,0.0,135.23649999999998,0.0
341.70854271356785,650.0240699999998,0.0,146.8636,0.0
346.73366834170855,692.1984799999998,0.0,152.61787,0.0
351.75879396984925,722.7469299999998,0.0,169.93694,0.0
356.78391959799,748.6316099999998,0.0,195.6625,0.0
361.8090452261307,798.2803499999999,0.0,199.44033,0.0
366.8341708542714,816.7533199999998,0.0,232.40663999999995,0.0
371.8592964824121,836.7478399999999,0.0,245.07277000000002,0.0
376.8844221105528,850.3226199999999,0.0,253.01935999999998,0.0
381.9095477386935,889.7369799999999,0.0,264.51179,0.0
386.9346733668342,889.7369799999999,0.0,264.51179,0.0
391.9597989949749,906.7379599999999,0.0,287.87119000000007,0.0
396.9849246231156,924.73057,0.0,312.6233600000001,0.0
402.0100502512563,926.58206,0.0,337.70799000000017,0.0
407.035175879397,926.58206,0.0,371.75588000000005,0.0
412.0603015075377,933.34273,0.0,390.40822000000003,0.0
417.0854271356784,946.6061199999999,0.0,411.64095000000003,0.0
422.11055276381916,946.6061199999999,0.0,468.76969,0.0
427.13567839195986,946.6061199999999,0.0,488.87162,0.0
432.16080402010056,946.6061199999999,0.0,507.98079000000007,0.0
437.18592964824126,996.6233699999999,0.0,539.0015800000001,0.0
442.21105527638196,996.6233699999999,0.0,539.0015800000001,0.0
447.23618090452266,1090.17835,0.0,609.48365,0.0
452.26130653266335,1090.17835,0.0,631.00111,0.0
457.28643216080405,1090.17835,0.0,645.86189,0.0
