radius,reuse_network_length
0.0,0.0
5.025125628140704,449.16099186100007
10.050251256281408,449.16099186100007
15.075376884422113,449.16099186100007
20.100502512562816,449.16099186100007
25.12562814070352,449.16099186100007
30.150753768844226,449.16099186100007
35.175879396984925,449.16099186100007
40.20100502512563,449.16099186100007
45.22613065326634,633.170785891
50.25125628140704,633.170785891
55.276381909547744,633.170785891
60.30150753768845,805.297696461
65.32663316582915,1192.160999974
70.35175879396985,1192.160999974
75.37688442211056,1192.160999974
80.40201005025126,1192.160999974
85.42713567839196,1416.741495902
90.45226130653268,1416.741495902
95.47738693467338,1416.741495902
100.50251256281408,1416.741495902
105.52763819095479,1612.634173402
110.55276381909549,1612.634173402
115.57788944723619,1612.634173402
120.6030150753769,1612.634173402
125.6281407035176,1612.634173402
130.6532663316583,1612.634173402
135.678391959799,1612.634173402
140.7035175879397,1612.634173402
145.72864321608043,1808.526850904
150.75376884422113,1906.473189655
155.77889447236183,1935.1610080829998
160.80402010050253,1935.1610080829998
165.82914572864323,1935.1610080829998
170.85427135678393,1975.7317099789998
175.87939698492463,1975.7317099789998
180.90452261306535,1975.7317099789998
185.92964824120605,2384.3219999460002
190.95477386934675,2384.3219999460002
195.97989949748745,2424.892701841
201.00502512562815,2453.580520269
206.03015075376885,2725.692550069
211.05527638190958,3043.297333261
216.08040201005028,3043.297333261
221.10552763819098,3043.297333261
226.13065326633168,3043.297333261
231.15577889447238,3083.868035157
236.18090452261308,3279.760712657
241.2060301507538,3279.760712657
246.2311557788945,3406.394869836
251.2562814070352,3406.394869836
256.2814070351759,3406.394869836
261.3065326633166,3590.4046638709997
266.3316582914573,3879.3216286319994
271.356783919598,4132.589942989999
276.3819095477387,4218.653398273999
281.4070351758794,4218.653398273999
286.4321608040201,4385.858257343999
291.45728643216086,4691.580157064999
296.48241206030156,4980.497121822999
301.50753768844226,4980.497121822999
306.53266331658295,4980.497121822999
311.55778894472365,5491.955802035999
316.58291457286435,5491.955802035999
321.60804020100505,5682.926428046999
326.63316582914575,5682.926428046999
331.65829145728645,5682.926428046999
336.68341708542715,5723.4971299419985
341.70854271356785,5723.4971299419985
346.73366834170855,5919.389807445999
351.75879396984925,5959.960509342
356.78391959799,6046.023964626
361.8090452261307,6167.736070315999
366.8341708542714,6167.736070315999
371.8592964824121,6497.223736976999
376.8844221105528,7216.457978154001
381.9095477386935,7257.028680050001
386.9346733668342,7701.267620420001
391.9597989949749,7741.838322316001
396.9849246231156,7741.838322316001
402.0100502512563,8243.452899539001
407.035175879397,8284.023601435001
412.0603015075377,8284.023601435001
417.0854271356784,8284.023601435001
422.11055276381916,8353.282121758002
427.13567839195986,8532.369864298002
432.16080402010056,8952.843037728002
437.18592964824126,9449.535563457004
442.21105527638196,9559.364785677002
447.23618090452266,9743.374579710004
452.26130653266335,9743.374579710004
457.28643216080405,9853.203801930002
462.31155778894475,10037.213595964002
467.33668341708545,10753.564566130002
472.36180904522615,10978.145062063002
477.38693467336685,11006.832880491002
482.4120603015076,11616.237899451002
487.4371859296483,11685.496419774001
492.462311557789,12352.277075585003
497.4874371859297,12765.789417044001
502.5125628140704,13105.121186687002
507.5376884422111,13334.623734107003
512.5628140703518,13910.418883148
517.5879396984925,14548.511720531002
522.6130653266332,14589.082422427002
527.6381909547739,14999.711492879
532.6633165829146,15057.087129734999
537.6884422110553,15114.462766591
542.713567839196,15252.979807236998
547.7386934673367,15534.935940026997
552.7638190954774,16208.677427816998
557.7889447236181,16559.89208093
562.8140703517588,16559.89208093
567.8391959798995,16559.89208093
572.8643216080402,16750.862706939995
577.8894472361809,16958.638267912997
582.9145728643217,17085.272425093
587.9396984924624,17085.272425093
592.9648241206031,17725.404042964
597.9899497487438,17765.974744859002
603.0150753768845,18031.125942685
608.0402010050252,18186.44791829
613.0653266331659,18227.018620186
618.0904522613066,18227.018620186
623.1155778894473,18394.223479262
628.140703517588,18532.740519912
