radius,reuse_network_length
0.0,0.0
5.025125628140704,126.634157179
10.050251256281408,126.634157179
15.075376884422113,126.634157179
20.100502512562816,126.634157179
25.12562814070352,126.634157179
30.150753768844226,212.69761246300004
35.175879396984925,212.69761246300004
40.20100502512563,212.69761246300004
45.22613065326634,253.26831435900004
50.25125628140704,253.26831435900004
55.276381909547744,253.26831435900004
60.30150753768845,795.453593472
65.32663316582915,905.282815692
70.35175879396985,905.282815692
75.37688442211056,905.282815692
80.40201005025126,905.282815692
85.42713567839196,945.8535175869999
90.45226130653268,1170.434013517
95.47738693467338,1390.0924579519997
100.50251256281408,1390.0924579519997
105.52763819095479,1499.9216801719995
110.55276381909549,1499.9216801719995
115.57788944723619,2283.4923901829998
120.6030150753769,2283.4923901829998
125.6281407035176,2340.868027039
130.6532663316583,2479.3850676859997
135.678391959799,2479.3850676859997
140.7035175879397,2479.3850676859997
145.72864321608043,2785.106967407
150.75376884422113,2785.106967407
155.77889447236183,2785.106967407
160.80402010050253,2785.106967407
165.82914572864323,2785.106967407
170.85427135678393,3090.8288671319997
175.87939698492463,3090.8288671319997
180.90452261306535,3090.8288671319997
185.92964824120605,3258.0337262079997
190.95477386934675,3258.0337262079997
195.97989949748745,3315.4093630639995
201.00502512562815,3315.4093630639995
206.03015075376885,3315.4093630639995
211.05527638190958,3587.5213928649996
216.08040201005028,3587.5213928649996
221.10552763819098,3587.5213928649996
226.13065326633168,3778.4920188739998
231.15577889447238,3778.4920188739998
236.18090452261308,3778.4920188739998
241.2060301507538,3778.4920188739998
246.2311557788945,3778.4920188739998
251.2562814070352,3940.7748264539996
256.2814070351759,3940.7748264539996
261.3065326633166,4107.979685528
266.3316582914573,4258.379609637999
271.356783919598,4258.379609637999
276.3819095477387,4258.379609637999
281.4070351758794,4258.379609637999
286.4321608040201,4650.164964645999
291.45728643216086,4886.628344047001
296.48241206030156,5151.779541874001
301.50753768844226,5151.779541874001
306.53266331658295,5192.350243769001
311.55778894472365,5543.5648968800015
316.58291457286435,5543.5648968800015
321.60804020100505,5629.628352164002
326.63316582914575,5837.403913129001
331.65829145728645,6166.891579784001
336.68341708542715,6732.842625840002
341.70854271356785,6732.842625840002
346.73366834170855,6997.993823666003
351.75879396984925,6997.993823666003
356.78391959799,7325.442709840004
361.8090452261307,7325.442709840004
366.8341708542714,7423.389048591003
371.8592964824121,7423.389048591003
376.8844221105528,7717.228064844004
381.9095477386935,7717.228064844004
386.9346733668342,7929.925677310003
391.9597989949749,8281.140330421003
396.9849246231156,8281.140330421003
402.0100502512563,8522.525761311
407.035175879397,8799.559842605
412.0603015075377,9157.735327691002
417.0854271356784,9757.296243666999
422.11055276381916,9757.296243666999
427.13567839195986,9953.188921166999
432.16080402010056,10165.886533626996
437.18592964824126,10235.145053949997
442.21105527638196,10235.145053949997
447.23618090452266,10333.091392701997
452.26130653266335,10333.091392701997
457.28643216080405,10615.047525491997
462.31155778894475,10787.174436061996
467.33668341708545,11121.584154214996
472.36180904522615,11121.584154214996
477.38693467336685,11728.105902164994
482.4120603015076,12067.437671808995
487.4371859296483,12337.510921124995
492.462311557789,12435.457259875993
497.4874371859297,12435.457259875993
502.5125628140704,12676.842690767991
507.5376884422111,12676.842690767991
512.5628140703518,13403.037763919992
517.5879396984925,13443.608465814992
522.6130653266332,13443.608465814992
527.6381909547739,13570.242622993992
532.6633165829146,14246.022891269991
537.6884422110553,14303.39852812599
542.713567839196,14332.08634655399
547.7386934673367,14332.08634655399
552.7638190954774,15005.82783434499
557.7889447236181,15161.14980995099
562.8140703517588,15161.14980995099
567.8391959798995,15450.066774709989
572.8643216080402,15629.15451725199
577.8894472361809,15836.93007822399
582.9145728643217,15836.93007822399
587.9396984924624,16032.82275572599
592.9648241206031,16102.08127604899
597.9899497487438,16102.08127604899
603.0150753768845,16142.65197794499
608.0402010050252,16350.42753891599
613.0653266331659,17248.74952263799
618.0904522613066,17461.44713509999
623.1155778894473,17490.134953527988
628.140703517588,17490.134953527988
633.1658291457287,18015.51529768899
638.1909547738694,18345.00296434499
643.2160804020101,18345.00296434499
648.2412060301508,18770.39818926799
653.2663316582915,18990.05663370699
658.2914572864322,19606.422484639992
663.3165829145729,19952.715086253993
668.3417085427136,20275.241920931996
673.3668341708543,21065.773462923
678.391959798995,21221.09543853
683.4170854271357,21261.666140425
688.4422110552764,21428.870999495
693.4673366834171,21791.968536075
698.4924623115578,21901.797758295
703.5175879396985,22171.871007611
708.5427135678393,22690.290519797993
713.56783919598,22690.290519797993
718.5929648241207,22690.290519797993
723.6180904522614,23382.875723030997
728.6432160804021,23741.051208121993
733.6683417085428,24467.246281282994
738.6934673366835,24842.226701327
743.7185929648242,24842.226701327
748.7437185929649,25418.021850368994
753.7688442211056,25960.207129488994
758.7939698492463,26058.153468239994
763.819095477387,26058.153468239994
768.8442211055277,26058.153468239994
773.8693467336684,26086.841286667994
778.8944723618091,26318.382614577993
783.9195979899498,26590.494644383994
788.9447236180905,26977.35794789299
793.9698492462312,27063.421403176988
798.9949748743719,27462.16759015298
804.0201005025126,27462.16759015298
809.0452261306533,27865.83582861898
814.070351758794,28391.216172772976
819.0954773869347,28835.455113142973
824.1206030150754,29401.406159198978
829.1457286432161,29730.893825855976
834.1708542713568,30122.67918085598
839.1959798994976,30624.29375808498
844.2211055276383,30624.29375808498
849.246231155779,30906.249890865976
854.2713567839197,31568.108495186978
859.2964824120604,31902.51821333098
864.3216080402011,32946.318069684974
869.3467336683418,32986.888771580976
874.3718592964825,33648.747375904975
879.3969849246232,34224.54252494698
884.4221105527639,34415.51315095696
889.4472361809046,34484.77167127996
894.4723618090453,35048.683936842965
899.497487437186,35048.683936842965
904.5226130653267,35435.54724035796
909.5477386934674,35574.06428100795
914.5728643216081,35977.73251948195
919.5979899497488,36231.00083383494
924.6231155778895,36512.956966617945
929.6482412060302,36969.07879045095
934.6733668341709,37188.73723488394
939.6984924623116,37188.73723488394
944.7236180904523,37315.37139206394
949.748743718593,37499.38118609795
954.7738693467337,37695.27386359994
959.7989949748744,37891.16654109794
964.8241206030152,38196.88844081894
969.8492462311559,38196.88844081894
974.8743718592966,38524.33732699193
979.8994974874373,38961.61543538793
984.924623115578,39018.99107224393
989.9497487437187,39059.56177413993
994.9748743718594,39145.62522942394
1000.0,39358.32284188493
