idx_archive,idx_evaluation,idx_generation_birth,idx_generation
0,0,0,0
1,1,0,0
2,2,0,0
3,3,0,0
4,4,0,0
5,5,0,0
6,6,0,0
7,7,0,0
8,8,0,0
9,9,0,0
10,10,0,0
11,11,0,0
12,12,0,0
13,13,0,0
14,14,0,0
15,15,0,0
16,16,0,0
17,17,0,0
18,18,0,0
19,19,0,0
20,20,0,0
21,21,0,0
22,22,0,0
23,23,0,0
24,24,0,0
25,25,0,0
26,26,0,0
27,27,0,0
28,28,0,0
29,29,0,0
30,30,0,0
31,31,0,0
32,32,0,0
33,33,0,0
34,34,0,0
35,35,0,0
36,36,0,0
37,37,0,0
38,38,0,0
39,39,0,0
40,40,0,0
41,41,0,0
42,42,0,0
43,43,0,0
44,44,0,0
45,45,0,0
46,46,0,0
47,47,0,0
48,48,0,0
49,49,0,0
50,50,0,0
51,51,0,0
52,52,0,0
53,53,0,0
54,54,0,0
55,55,0,0
56,56,0,0
57,57,0,0
58,58,0,0
59,59,0,0
60,60,0,0
61,61,0,0
62,62,0,0
63,63,0,0
64,64,0,0
65,65,0,0
66,66,0,0
67,67,0,0
68,68,0,0
69,69,0,0
70,70,0,0
71,71,0,0
72,72,0,0
73,73,0,0
74,74,0,0
75,75,0,0
76,76,0,0
77,77,0,0
78,78,0,0
79,79,0,0
80,80,0,0
81,81,0,0
82,82,0,0
83,83,0,0
84,84,0,0
85,85,0,0
86,86,0,0
87,87,0,0
88,88,0,0
89,89,0,0
90,90,0,0
91,91,0,0
92,92,0,0
93,93,0,0
94,94,0,0
95,95,0,0
96,96,0,0
97,97,0,0
98,98,0,0
99,99,0,0
100,196,1,1
101,46,0,1
102,192,1,1
103,188,1,1
104,37,0,1
105,153,1,1
106,110,1,1
107,12,0,1
108,15,0,1
109,120,1,1
110,159,1,1
111,79,0,1
112,136,1,1
113,154,1,1
114,174,1,1
115,30,0,1
116,199,1,1
117,102,1,1
118,144,1,1
119,68,0,1
120,99,0,1
121,98,0,1
122,83,0,1
123,101,1,1
124,126,1,1
125,166,1,1
126,56,0,1
127,61,0,1
128,180,1,1
129,184,1,1
130,10,0,1
131,104,1,1
132,108,1,1
133,150,1,1
134,142,1,1
135,163,1,1
136,90,0,1
137,60,0,1
138,176,1,1
139,145,1,1
140,185,1,1
141,130,1,1
142,177,1,1
143,160,1,1
144,107,1,1
145,167,1,1
146,121,1,1
147,182,1,1
148,62,0,1
149,140,1,1
150,178,1,1
151,116,1,1
152,76,0,1
153,187,1,1
154,197,1,1
155,132,1,1
156,175,1,1
157,47,0,1
158,137,1,1
159,23,0,1
160,100,1,1
161,75,0,1
162,35,0,1
163,2,0,1
164,165,1,1
165,24,0,1
166,66,0,1
167,77,0,1
168,183,1,1
169,40,0,1
170,41,0,1
171,156,1,1
172,195,1,1
173,169,1,1
174,20,0,1
175,34,0,1
176,181,1,1
177,146,1,1
178,129,1,1
179,57,0,1
180,127,1,1
181,152,1,1
182,112,1,1
183,155,1,1
184,122,1,1
185,109,1,1
186,115,1,1
187,27,0,1
188,63,0,1
189,179,1,1
190,190,1,1
191,16,0,1
192,74,0,1
193,72,0,1
194,18,0,1
195,161,1,1
196,32,0,1
197,168,1,1
198,38,0,1
199,80,0,1
200,225,2,2
201,268,2,2
202,259,2,2
203,297,2,2
204,204,2,2
205,226,2,2
206,192,1,2
207,153,1,2
208,206,2,2
209,232,2,2
210,279,2,2
211,46,0,2
212,188,1,2
213,209,2,2
214,213,2,2
215,244,2,2
216,159,1,2
217,278,2,2
218,276,2,2
219,110,1,2
220,240,2,2
221,37,0,2
222,203,2,2
223,219,2,2
224,247,2,2
225,15,0,2
226,252,2,2
227,136,1,2
228,79,0,2
229,196,1,2
230,241,2,2
231,154,1,2
232,199,1,2
233,257,2,2
234,273,2,2
235,221,2,2
236,272,2,2
237,101,1,2
238,12,0,2
239,274,2,2
240,30,0,2
241,224,2,2
242,299,2,2
243,282,2,2
244,120,1,2
245,270,2,2
246,83,0,2
247,207,2,2
248,271,2,2
249,166,1,2
250,256,2,2
251,277,2,2
252,230,2,2
253,99,0,2
254,296,2,2
255,98,0,2
256,288,2,2
257,144,1,2
258,264,2,2
259,61,0,2
260,208,2,2
261,163,1,2
262,248,2,2
263,108,1,2
264,174,1,2
265,210,2,2
266,201,2,2
267,126,1,2
268,242,2,2
269,68,0,2
270,102,1,2
271,150,1,2
272,104,1,2
273,261,2,2
274,220,2,2
275,238,2,2
276,177,1,2
277,180,1,2
278,200,2,2
279,184,1,2
280,60,0,2
281,231,2,2
282,145,1,2
283,160,1,2
284,260,2,2
285,243,2,2
286,234,2,2
287,227,2,2
288,10,0,2
289,280,2,2
290,295,2,2
291,233,2,2
292,176,1,2
293,107,1,2
294,90,0,2
295,121,1,2
296,167,1,2
297,185,1,2
298,258,2,2
299,56,0,2
300,225,2,3
301,268,2,3
302,226,2,3
303,297,2,3
304,319,3,3
305,259,2,3
306,192,1,3
307,334,3,3
308,389,3,3
309,232,2,3
310,204,2,3
311,153,1,3
312,332,3,3
313,355,3,3
314,279,2,3
315,356,3,3
316,206,2,3
317,46,0,3
318,188,1,3
319,309,3,3
320,317,3,3
321,278,2,3
322,338,3,3
323,307,3,3
324,363,3,3
325,276,2,3
326,159,1,3
327,37,0,3
328,240,2,3
329,213,2,3
330,336,3,3
331,219,2,3
332,351,3,3
333,306,3,3
334,322,3,3
335,209,2,3
336,15,0,3
337,310,3,3
338,244,2,3
339,136,1,3
340,327,3,3
341,315,3,3
342,79,0,3
343,203,2,3
344,196,1,3
345,241,2,3
346,154,1,3
347,110,1,3
348,199,1,3
349,257,2,3
350,273,2,3
351,340,3,3
352,392,3,3
353,361,3,3
354,360,3,3
355,30,0,3
356,367,3,3
357,326,3,3
358,274,2,3
359,247,2,3
360,252,2,3
361,308,3,3
362,320,3,3
363,256,2,3
364,230,2,3
365,396,3,3
366,101,1,3
367,387,3,3
368,347,3,3
369,328,3,3
370,398,3,3
371,345,3,3
372,301,3,3
373,324,3,3
374,120,1,3
375,12,0,3
376,270,2,3
377,272,2,3
378,299,2,3
379,83,0,3
380,207,2,3
381,271,2,3
382,166,1,3
383,61,0,3
384,330,3,3
385,163,1,3
386,277,2,3
387,288,2,3
388,390,3,3
389,316,3,3
390,368,3,3
391,337,3,3
392,373,3,3
393,395,3,3
394,359,3,3
395,365,3,3
396,296,2,3
397,264,2,3
398,98,0,3
399,221,2,3
400,414,4,4
401,225,2,4
402,466,4,4
403,319,3,4
404,192,1,4
405,434,4,4
406,259,2,4
407,453,4,4
408,226,2,4
409,403,4,4
410,483,4,4
411,462,4,4
412,268,2,4
413,389,3,4
414,422,4,4
415,471,4,4
416,447,4,4
417,46,0,4
418,441,4,4
419,309,3,4
420,338,3,4
421,297,2,4
422,469,4,4
423,496,4,4
424,431,4,4
425,425,4,4
426,317,3,4
427,336,3,4
428,276,2,4
429,465,4,4
430,334,3,4
431,351,3,4
432,153,1,4
433,204,2,4
434,421,4,4
435,209,2,4
436,411,4,4
437,355,3,4
438,15,0,4
439,136,1,4
440,213,2,4
441,196,1,4
442,467,4,4
443,154,1,4
444,428,4,4
445,110,1,4
446,307,3,4
447,493,4,4
448,464,4,4
449,481,4,4
450,37,0,4
451,232,2,4
452,442,4,4
453,332,3,4
454,240,2,4
455,326,3,4
456,402,4,4
457,247,2,4
458,279,2,4
459,444,4,4
460,356,3,4
461,448,4,4
462,327,3,4
463,310,3,4
464,408,4,4
465,206,2,4
466,188,1,4
467,315,3,4
468,203,2,4
469,278,2,4
470,363,3,4
471,472,4,4
472,322,3,4
473,241,2,4
474,486,4,4
475,420,4,4
476,410,4,4
477,427,4,4
478,398,3,4
479,361,3,4
480,404,4,4
481,477,4,4
482,497,4,4
483,460,4,4
484,219,2,4
485,273,2,4
486,433,4,4
487,443,4,4
488,347,3,4
489,485,4,4
490,416,4,4
491,79,0,4
492,415,4,4
493,470,4,4
494,244,2,4
495,199,1,4
496,429,4,4
497,432,4,4
498,301,3,4
499,328,3,4
500,414,4,5
501,225,2,5
502,319,3,5
503,192,1,5
504,551,5,5
505,466,4,5
506,594,5,5
507,575,5,5
508,259,2,5
509,483,4,5
510,447,4,5
511,521,5,5
512,268,2,5
513,226,2,5
514,462,4,5
515,534,5,5
516,522,5,5
517,519,5,5
518,565,5,5
519,592,5,5
520,46,0,5
521,584,5,5
522,441,4,5
523,554,5,5
524,453,4,5
525,317,3,5
526,431,4,5
527,598,5,5
528,556,5,5
529,389,3,5
530,469,4,5
531,276,2,5
532,573,5,5
533,403,4,5
534,334,3,5
535,546,5,5
536,590,5,5
537,213,2,5
538,422,4,5
539,580,5,5
540,539,5,5
541,411,4,5
542,336,3,5
543,535,5,5
544,471,4,5
545,547,5,5
546,351,3,5
547,557,5,5
548,559,5,5
549,196,1,5
550,586,5,5
551,209,2,5
552,496,4,5
553,434,4,5
554,297,2,5
555,338,3,5
556,425,4,5
557,356,3,5
558,136,1,5
559,518,5,5
560,154,1,5
561,232,2,5
562,247,2,5
563,536,5,5
564,564,5,5
565,464,4,5
566,500,5,5
567,570,5,5
568,279,2,5
569,493,4,5
570,527,5,5
571,15,0,5
572,421,4,5
573,599,5,5
574,542,5,5
575,309,3,5
576,428,4,5
577,278,2,5
578,548,5,5
579,110,1,5
580,481,4,5
581,516,5,5
582,307,3,5
583,541,5,5
584,523,5,5
585,37,0,5
586,326,3,5
587,526,5,5
588,402,4,5
589,460,4,5
590,444,4,5
591,153,1,5
592,502,5,5
593,568,5,5
594,204,2,5
595,513,5,5
596,442,4,5
597,448,4,5
598,550,5,5
599,355,3,5
600,649,6,6
601,414,4,6
602,654,6,6
603,634,6,6
604,697,6,6
605,617,6,6
606,639,6,6
607,192,1,6
608,551,5,6
609,667,6,6
610,610,6,6
611,631,6,6
612,622,6,6
613,661,6,6
614,676,6,6
615,601,6,6
616,466,4,6
617,643,6,6
618,519,5,6
619,633,6,6
620,623,6,6
621,565,5,6
622,259,2,6
623,447,4,6
624,521,5,6
625,662,6,6
626,226,2,6
627,225,2,6
628,268,2,6
629,319,3,6
630,431,4,6
631,575,5,6
632,556,5,6
633,483,4,6
634,678,6,6
635,276,2,6
636,469,4,6
637,573,5,6
638,462,4,6
639,334,3,6
640,664,6,6
641,674,6,6
642,594,5,6
643,522,5,6
644,534,5,6
645,535,5,6
646,351,3,6
647,592,5,6
648,559,5,6
649,547,5,6
650,471,4,6
651,675,6,6
652,590,5,6
653,46,0,6
654,682,6,6
655,441,4,6
656,603,6,6
657,317,3,6
658,680,6,6
659,154,1,6
660,356,3,6
661,403,4,6
662,453,4,6
663,422,4,6
664,584,5,6
665,536,5,6
666,614,6,6
667,232,2,6
668,688,6,6
669,546,5,6
670,518,5,6
671,554,5,6
672,580,5,6
673,539,5,6
674,279,2,6
675,618,6,6
676,635,6,6
677,336,3,6
678,213,2,6
679,652,6,6
680,557,5,6
681,646,6,6
